gene_id,product,subsystem,system,value
MED134_00300,"Na+-translocating NADH:quinone oxidoreductase, subunit B",Unspecified,Unspecified,0.8116952482136213
MED134_00295,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit A",Unspecified,Unspecified,0.8070381410449352
MED134_13701,"succinyl-CoA synthetase, beta subunit","['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00640 Propanoate metabolism [PATH:dok00640]', '00660 C5-Branched dibasic acid metabolism [PATH:dok00660]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",0.796334893032972
MED134_11386,cytochrome c1,Unspecified,Unspecified,0.7735225106875424
MED134_00655,biotin carboxylase,"['00620 Pyruvate metabolism [PATH:dok00620]', '00640 Propanoate metabolism [PATH:dok00640]', '00061 Fatty acid biosynthesis [PATH:dok00061]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09103 Lipid metabolism']",0.7729403721149829
MED134_06229,3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase,"['00650 Butanoate metabolism [PATH:dok00650]', '00071 Fatty acid degradation [PATH:dok00071]', '00362 Benzoate degradation [PATH:dok00362]']","['09101 Carbohydrate metabolism', '09103 Lipid metabolism', '09111 Xenobiotics biodegradation and metabolism']",0.754357124952206
MED134_14151,30S ribosomal protein S20,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.7473511659490505
MED134_00320,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit F",Unspecified,Unspecified,0.7225786651119077
MED134_08981,isoleucyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.7183606512991388
MED134_01195,gliding motility protein GldL,Unspecified,Unspecified,0.7053935744001484
MED134_01285,50S ribosomal protein L27,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],0.6714670961161124
MED134_12066,"pyruvate dehydrogenase E1 component, alpha subunit","['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",0.6583238661896986
MED134_11110,thiamine-monophosphate kinase,['00730 Thiamine metabolism [PATH:dok00730]'],['09108 Metabolism of cofactors and vitamins'],0.6392010884465754
MED134_05924,capsular exopolysaccharide family protein,['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],0.6032088499635337
MED134_00305,"Na+-translocating NADH:quinone oxidoreductase, subunit C",Unspecified,Unspecified,0.5986782932389458
MED134_17221,hypothetical protein,Unspecified,Unspecified,0.5834012411610516
MED134_04114,hypothetical protein,Unspecified,Unspecified,0.5742781680738632
MED134_13551,exopolysaccharide transport protein family,['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],0.5738335904766224
MED134_05969,zinc-binding dehydrogenase,Unspecified,Unspecified,0.5640490706715248
MED134_00930,sodium:proton antiporter,Unspecified,Unspecified,0.562855512503746
MED134_01760,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Unspecified,Unspecified,0.5485530793101111
MED134_03879,signal recognition 54 kDa protein,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",0.5468591806761833
MED134_11511,cytochrome c oxidase subunit III,['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],0.5467253198248072
MED134_00310,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit D",Unspecified,Unspecified,0.545799650487633
MED134_09861,hypothetical protein,Unspecified,Unspecified,0.5447409547553507
MED134_11381,hypothetical protein,Unspecified,Unspecified,0.5280384282562383
MED134_11971,3-isopropylmalate dehydratase large subunit,"['00660 C5-Branched dibasic acid metabolism [PATH:dok00660]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism']",0.5269739584411286
MED134_07606,outer membrane protein (OmpH-like),Unspecified,Unspecified,0.5181508611731424
MED134_09446,hypothetical protein,Unspecified,Unspecified,0.516477213493972
MED134_01255,hypothetical protein,Unspecified,Unspecified,0.5160401485957327
MED134_09946,hypothetical protein,Unspecified,Unspecified,0.501609953146105
MED134_00915,acyl-CoA dehydrogenase,Unspecified,Unspecified,0.4960553487879396
MED134_10311,hypothetical protein,Unspecified,Unspecified,0.4871590936974608
MED134_01400,two-component system sensor histidine kinase/response regulator,Unspecified,Unspecified,0.4866023061264631
MED134_09556,"ATP synthase F1, gamma subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],0.4863963384315731
MED134_00645,3-oxoacyl-[acyl-carrier-protein (ACP)] synthase III,['00061 Fatty acid biosynthesis [PATH:dok00061]'],['09103 Lipid metabolism'],0.4816166132925313
MED134_03464,adenylosuccinate synthetase,"['00230 Purine metabolism [PATH:dok00230]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",0.4784076470549092
MED134_12971,malate dehydrogenase,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00680 Methane metabolism [PATH:dok00680]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism']",0.4747906491794854
MED134_11886,hypothetical protein,Unspecified,Unspecified,0.4732533884185931
MED134_09766,hypothetical protein,Unspecified,Unspecified,0.4727797290364183
MED134_03020,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,0.4723865070310385
MED134_12871,RNA polymerase sigma-70 factor RpoD,['02040 Flagellar assembly [PATH:dok02040]'],['09142 Cell motility'],0.4551748520869215
MED134_11150,succinate dehydrogenase cytochrome b-556 subunit,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00650 Butanoate metabolism [PATH:dok00650]', '00190 Oxidative phosphorylation [PATH:dok00190]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism']",0.4546145113880402
MED134_14476,cystathionine beta-synthase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",0.4404928789783597
MED134_01805,acetyl-CoA carboxylase carboxyl transferase subunit beta,"['00620 Pyruvate metabolism [PATH:dok00620]', '00640 Propanoate metabolism [PATH:dok00640]', '00061 Fatty acid biosynthesis [PATH:dok00061]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09103 Lipid metabolism']",0.4384011536617443
MED134_11331,hypothetical protein,Unspecified,Unspecified,0.4301265951677855
MED134_10905,tyrosyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.4289982462822457
MED134_06074,hypothetical protein,Unspecified,Unspecified,0.418259842657433
MED134_07134,fumarate hydratase class II,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",0.4149144658891072
MED134_02565,dihydroxy-acid dehydratase,"['00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",0.4136284304295027
MED134_09536,"ATP synthase, C subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],0.4119504547103693
MED134_04814,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00540 Lipopolysaccharide biosynthesis [PATH:dok00540]']","['09103 Lipid metabolism', '09107 Glycan biosynthesis and metabolism']",0.4107838167299377
MED134_13396,hypothetical protein,Unspecified,Unspecified,0.400104388715861
MED134_01065,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase,"['00230 Purine metabolism [PATH:dok00230]', '00670 One carbon pool by folate [PATH:dok00670]']","['09104 Nucleotide metabolism', '09108 Metabolism of cofactors and vitamins']",0.398640765637972
MED134_08701,hypothetical protein,Unspecified,Unspecified,0.3932592912830721
MED134_07124,insulinase (peptidase family M16),Unspecified,Unspecified,0.3906562703890293
MED134_00860,dipeptidyl aminopeptidase IV,Unspecified,Unspecified,0.3885864565578786
MED134_08916,protein RecA,['03440 Homologous recombination [PATH:dok03440]'],['09124 Replication and repair'],0.3868092499603457
MED134_00405,branched-chain amino acid aminotransferase,"['00270 Cysteine and methionine metabolism [PATH:dok00270]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",0.3810761838515905
MED134_10805,hypothetical protein,Unspecified,Unspecified,0.3801775911592185
MED134_02580,ketol-acid reductoisomerase,"['00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",0.3793286759115069
MED134_03474,"GTP pyrophosphokinase, RelA/SpoT family",['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],0.3705478520432169
MED134_01360,RNA polymerase sigma-54 factor,"['02020 Two-component system [PATH:dok02020]', '02040 Flagellar assembly [PATH:dok02040]']","['09132 Signal transduction', '09142 Cell motility']",0.3672136620694111
MED134_00490,asparagine-tRNA ligase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.3671146292587128
MED134_08266,hypothetical protein,Unspecified,Unspecified,0.3657883088308823
MED134_09541,"ATP synthase, B subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],0.3606803419217292
MED134_08096,putative esterase,Unspecified,Unspecified,0.358897278760534
MED134_00260,hypothetical protein,Unspecified,Unspecified,0.3519028291233889
MED134_11891,hypothetical protein,Unspecified,Unspecified,0.3485529456778065
MED134_00865,oligopeptide transporter,Unspecified,Unspecified,0.3470511768577894
MED134_00315,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit E",Unspecified,Unspecified,0.344395481258388
MED134_02570,acetolactate synthase large subunit,"['00650 Butanoate metabolism [PATH:dok00650]', '00660 C5-Branched dibasic acid metabolism [PATH:dok00660]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",0.3440897742956405
MED134_09511,hypothetical protein,Unspecified,Unspecified,0.3432231931441394
MED134_05014,hypothetical protein,Unspecified,Unspecified,0.3392804707650956
MED134_01455,hypothetical protein,Unspecified,Unspecified,0.3391064517342387
MED134_09546,"ATP synthase F1, delta subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],0.3364786030134674
MED134_09006,two-component system sensor histidine kinase,Unspecified,Unspecified,0.3356525640011363
MED134_07676,"DNA polymerase III, alpha subunit","['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",0.335260621745018
MED134_14046,M42 glutamyl aminopeptidase,Unspecified,Unspecified,0.3315041195127651
MED134_04824,translation elongation factor P (EF-P),Unspecified,Unspecified,0.3298097838017246
MED134_16485,OmpA family protein,Unspecified,Unspecified,0.3257874341015231
MED134_03154,hypothetical protein,Unspecified,Unspecified,0.3257874341015231
MED134_08906,hypothetical protein,Unspecified,Unspecified,0.3239585022249177
MED134_00900,peptidase family S41,Unspecified,Unspecified,0.3236606092121823
MED134_10331,phosphoenolpyruvate carboxykinase (ATP),"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",0.3224481457459918
MED134_04244,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,0.3216754693019279
MED134_05939,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Unspecified,Unspecified,0.3201276503710874
MED134_04924,hypothetical protein,Unspecified,Unspecified,0.3050288625360214
MED134_03964,peptidase family M49,Unspecified,Unspecified,0.3030016659495912
MED134_01950,"ATPase, ParA family",Unspecified,Unspecified,0.3009607117122277
MED134_05379,acetyl-CoA C-acetyltransferase,"['00620 Pyruvate metabolism [PATH:dok00620]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00650 Butanoate metabolism [PATH:dok00650]', '00071 Fatty acid degradation [PATH:dok00071]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00310 Lysine degradation [PATH:dok00310]', '00380 Tryptophan metabolism [PATH:dok00380]', '00900 Terpenoid backbone biosynthesis [PATH:dok00900]', '00362 Benzoate degradation [PATH:dok00362]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09103 Lipid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09109 Metabolism of terpenoids and polyketides', '09111 Xenobiotics biodegradation and metabolism', '09132 Signal transduction']",0.2967902021411562
MED134_11446,NADP-dependent malate dehydrogenase/phosphate acetyltransferase,['00620 Pyruvate metabolism [PATH:dok00620]'],['09101 Carbohydrate metabolism'],0.2917617412563939
MED134_00650,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,"['00620 Pyruvate metabolism [PATH:dok00620]', '00640 Propanoate metabolism [PATH:dok00640]', '00061 Fatty acid biosynthesis [PATH:dok00061]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09103 Lipid metabolism']",0.286310920051161
MED134_02155,two-component system response regulator,Unspecified,Unspecified,0.285030856114279
MED134_03939,hypothetical protein,Unspecified,Unspecified,0.2817813573736509
MED134_13796,nucleoside-diphosphate kinase,"['00230 Purine metabolism [PATH:dok00230]', '00240 Pyrimidine metabolism [PATH:dok00240]']","['09104 Nucleotide metabolism', '09104 Nucleotide metabolism']",0.2809179871668851
MED134_00790,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.2806969631079256
MED134_06539,hypothetical protein,Unspecified,Unspecified,0.2788024724070542
MED134_06234,acetyl-CoA C-acyltransferase,"['00071 Fatty acid degradation [PATH:dok00071]', '00592 alpha-Linolenic acid metabolism [PATH:dok00592]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00281 Geraniol degradation [PATH:dok00281]', '00362 Benzoate degradation [PATH:dok00362]']","['09103 Lipid metabolism', '09103 Lipid metabolism', '09105 Amino acid metabolism', '09109 Metabolism of terpenoids and polyketides', '09111 Xenobiotics biodegradation and metabolism']",0.2744218811785343
MED134_14386,hypothetical protein,Unspecified,Unspecified,0.2737752941794683
MED134_08781,glutamyl-tRNA reductase,['00860 Porphyrin metabolism [PATH:dok00860]'],['09108 Metabolism of cofactors and vitamins'],0.2729353254297005
MED134_08056,"ATP synthase, delta/epsilon subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],0.2680367703854858
MED134_04819,acyl-[acyl-carrier-protein]-UDP-N- acetylglucosamine O-acyltransferase,"['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]', '01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]']","['09107 Glycan biosynthesis and metabolism', '09175 Drug resistance: antimicrobial']",0.2678170587591388
MED134_01060,rod shape-determining protein MreB,Unspecified,Unspecified,0.267782771211064
MED134_05704,hypothetical protein,Unspecified,Unspecified,0.2662711937183443
MED134_01930,signal peptidase I,['03060 Protein export [PATH:dok03060]'],"['09123 Folding, sorting and degradation']",0.2651445172992258
MED134_03739,putative iron-sulfur-binding reductase,['00680 Methane metabolism [PATH:dok00680]'],['09102 Energy metabolism'],0.2628717338145783
MED134_08876,"ABC transporter, ATP-binding protein",['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],0.262795648216115
MED134_03849,phosphoglucomutase/phosphomannomutase,"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00030 Pentose phosphate pathway [PATH:dok00030]', '00052 Galactose metabolism [PATH:dok00052]', '00500 Starch and sucrose metabolism [PATH:dok00500]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00230 Purine metabolism [PATH:dok00230]', '00521 Streptomycin biosynthesis [PATH:dok00521]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09104 Nucleotide metabolism', '09110 Biosynthesis of other secondary metabolites']",0.2619747952339847
MED134_01795,hypothetical protein,Unspecified,Unspecified,0.2614956891415251
MED134_09966,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.2593984675617213
MED134_14211,hypothetical protein,Unspecified,Unspecified,0.257155198446666
MED134_02850,glycosyl hydrolase family 31,"['00052 Galactose metabolism [PATH:dok00052]', '00500 Starch and sucrose metabolism [PATH:dok00500]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",0.2531850388851387
MED134_03784,C4-dicarboxylate transport protein 2,Unspecified,Unspecified,0.2531844816122355
MED134_04319,carbohydrate kinase,Unspecified,Unspecified,0.2498179754376574
MED134_04869,type VI secretion system OmpA/MotB family protein,Unspecified,Unspecified,0.2495508287800645
MED134_03719,"ABC transporter, periplasmic binding protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],0.2459097326372852
MED134_03929,hypothetical protein,Unspecified,Unspecified,0.2415473695217158
MED134_14356,tRNA nucleotidyltransferase (CCA-adding enzyme),['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",0.2408477956183408
MED134_11461,glycine cleavage system H protein,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism']",0.2399996246643645
MED134_02800,Xaa-Pro aminopeptidase,Unspecified,Unspecified,0.2394955561431477
MED134_07184,PIG-L family protein,Unspecified,Unspecified,0.2355504833570458
MED134_01970,pyridine nucleotide-disulfide oxidoreductase,['00450 Selenocompound metabolism [PATH:dok00450]'],['09106 Metabolism of other amino acids'],0.2336629151553741
MED134_00925,Glu/Leu/Phe/Val dehydrogenase family protein,Unspecified,Unspecified,0.2312593499997389
MED134_04304,amidohydrolase family protein,Unspecified,Unspecified,0.2299052420241502
MED134_08836,transmembrane CBS domain transporter,Unspecified,Unspecified,0.228729024336196
MED134_05079,YihY family protein,Unspecified,Unspecified,0.2265242410956949
MED134_09271,hypothetical protein,Unspecified,Unspecified,0.2236077133143895
MED134_00935,MotA/TolQ/ExbB proton channel family protein,Unspecified,Unspecified,0.2233100552306355
MED134_08251,hypothetical protein,Unspecified,Unspecified,0.2231945986273794
MED134_04939,hypothetical protein,Unspecified,Unspecified,0.2224202349869275
MED134_02075,DNA ligase (NAD(+)),"['03030 DNA replication [PATH:dok03030]', '03410 Base excision repair [PATH:dok03410]', '03420 Nucleotide excision repair [PATH:dok03420]', '03430 Mismatch repair [PATH:dok03430]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",0.2208450208581248
MED134_04599,histidyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],0.2198368838156912
MED134_00625,riboflavin synthase alpha chain,['00740 Riboflavin metabolism [PATH:dok00740]'],['09108 Metabolism of cofactors and vitamins'],0.2195516187063734
MED134_06309,hypothetical protein,Unspecified,Unspecified,0.2179716009356141
MED134_03439,hypothetical protein,Unspecified,Unspecified,0.2162332673250682
MED134_02515,thiol:disulfide interchange protein DsbD precursor,Unspecified,Unspecified,0.2153002671247397
MED134_07254,acyltransferase family protein,Unspecified,Unspecified,0.2152109078355613
MED134_04809,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]'],['09107 Glycan biosynthesis and metabolism'],0.2144814972073
MED134_05839,fatty acid desaturase,['01040 Biosynthesis of unsaturated fatty acids [PATH:dok01040]'],['09103 Lipid metabolism'],0.2140263751169588
MED134_12961,hypothetical protein,Unspecified,Unspecified,0.2136029247661027
MED134_13626,cytidylyltransferase family protein,Unspecified,Unspecified,0.2119508892923037
MED134_06384,polyphosphate kinase,"['00190 Oxidative phosphorylation [PATH:dok00190]', '03018 RNA degradation [PATH:dok03018]']","['09102 Energy metabolism', '09123 Folding, sorting and degradation']",0.2115827617807655
MED134_11476,periplasmic protein TonB,Unspecified,Unspecified,0.2084953420883124
MED134_07431,DNA mismatch repair protein MutS,['03430 Mismatch repair [PATH:dok03430]'],['09124 Replication and repair'],0.2070594774731885
MED134_13126,orotate phosphoribosyltransferase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],0.2061436117970904
MED134_11145,hypothetical protein,Unspecified,Unspecified,0.2036655406959916
MED134_07806,"peptidase, M23/M37 family",Unspecified,Unspecified,0.2036114587957683
MED134_06089,phosphoenolpyruvate carboxylase,"['00620 Pyruvate metabolism [PATH:dok00620]', '00680 Methane metabolism [PATH:dok00680]']","['09101 Carbohydrate metabolism', '09102 Energy metabolism']",0.2030236722638462
MED134_02035,hexapeptide transferase family protein,Unspecified,Unspecified,0.2018794427473415
MED134_04764,hypothetical protein,['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],0.201083557023347
MED134_10890,dihydroorotase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],0.1986646271140471
MED134_13306,TldD protein,Unspecified,Unspecified,0.1970075232844183
MED134_07811,"tryptophan 2,3-dioxygenase",['00380 Tryptophan metabolism [PATH:dok00380]'],['09105 Amino acid metabolism'],0.193840221473533
MED134_01905,DNA mismatch repair protein MutL,['03430 Mismatch repair [PATH:dok03430]'],['09124 Replication and repair'],0.1929489261772481
MED134_04879,histidinol dehydrogenase,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],0.192736779430542
MED134_00100,hypothetical protein,Unspecified,Unspecified,0.1917980723230049
MED134_08256,two-component system sensor histidine kinase/response regulator,Unspecified,Unspecified,0.1906009095851149
