gene_id,product,subsystem,system,value
MED134_14271,short chain dehydrogenase,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00780 Biotin metabolism [PATH:dok00780]']","['09103 Lipid metabolism', '09108 Metabolism of cofactors and vitamins']",1044.9262754824301
MED134_07896,glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein,Unspecified,Unspecified,1040.509202733376
MED134_09406,putative colanic acid biosynthesis acetyltransferase WcaF,['00543 Exopolysaccharide biosynthesis [PATH:dok00543]'],['09107 Glycan biosynthesis and metabolism'],1039.8197480885897
MED134_01920,endonuclease/exonuclease/phosphatase family protein,Unspecified,Unspecified,1018.7155916942002
MED134_08791,uroporphyrinogen-III synthase,['00860 Porphyrin metabolism [PATH:dok00860]'],['09108 Metabolism of cofactors and vitamins'],1010.34595336912
MED134_12251,peptidase family S51,Unspecified,Unspecified,992.2190192759482
MED134_10326,hypothetical protein,Unspecified,Unspecified,979.6248777641333
MED134_08411,general secretion pathway protein F,Unspecified,Unspecified,970.7080758178383
MED134_10221,hypothetical protein,Unspecified,Unspecified,967.1514835868772
MED134_05149,hypothetical protein,Unspecified,Unspecified,966.5398427922082
MED134_05234,hypothetical protein,Unspecified,Unspecified,950.2822367654188
MED134_09976,hypothetical protein,Unspecified,Unspecified,928.8409964510918
MED134_07044,hypothetical protein,Unspecified,Unspecified,924.1738771563403
MED134_15348,transcriptional regulator,Unspecified,Unspecified,917.591723275696
MED134_01370,hypothetical protein,Unspecified,Unspecified,917.5154443741891
MED134_09431,endonuclease/exonuclease/phosphatase family protein,Unspecified,Unspecified,905.580744961356
MED134_10046,colicin V production protein,Unspecified,Unspecified,877.2625836160499
MED134_14562,hypothetical protein,Unspecified,Unspecified,840.489923194747
MED134_07049,hypothetical protein,Unspecified,Unspecified,836.473301561841
MED134_09381,polysaccharide biosynthesis protein,Unspecified,Unspecified,833.9547337270845
MED134_13681,glycosyl transferase group 1,Unspecified,Unspecified,810.2863549424299
MED134_12801,hypothetical protein,Unspecified,Unspecified,801.660224516568
MED134_09131,acetyltransferase (GNAT) family protein,Unspecified,Unspecified,786.9319697152098
MED134_07039,hypothetical protein,Unspecified,Unspecified,740.9455191056679
MED134_13036,hypothetical protein,Unspecified,Unspecified,704.2382179365018
MED134_12581,transcription regulator,Unspecified,Unspecified,702.8606214253207
MED134_00350,"two-component system response regulator, LytR/AlgR family",Unspecified,Unspecified,648.1897376299811
MED134_07034,hypothetical protein,Unspecified,Unspecified,634.2911561023275
MED134_13371,TonB dependent/ligand-gated channel,Unspecified,Unspecified,623.692843825408
MED134_08626,transcription regulator,Unspecified,Unspecified,607.9085220556242
MED134_01175,hypothetical protein,Unspecified,Unspecified,598.9934625488822
MED134_13156,hypothetical protein,Unspecified,Unspecified,546.0746493346869
MED134_04444,"transcriptional regulator, LytR/AlgR family",Unspecified,Unspecified,540.4653213342067
MED134_03309,DNA binding helix-turn helix protein,Unspecified,Unspecified,499.06781476407724
MED134_05869,"transcription regulator, AraC family",Unspecified,Unspecified,498.651762982914
MED134_02545,allophanate hydrolase subunit 1,Unspecified,Unspecified,491.47847661007586
MED134_11801,hypothetical protein,Unspecified,Unspecified,382.3233325636437
MED134_15354,Rossmann-like alpha/beta/alpha sandwich fold protein,Unspecified,Unspecified,366.005541121011
MED134_05614,hypothetical protein,Unspecified,Unspecified,356.30535505493464
MED134_03654,"bacterial regulatory protein, TetR family",Unspecified,Unspecified,352.61382122418195
MED134_08641,hypothetical protein,Unspecified,Unspecified,268.78665117171806
MED134_04699,OmpA family protein,Unspecified,Unspecified,249.73904211050223
MED134_08661,hypothetical protein,['00920 Sulfur metabolism [PATH:dok00920]'],['09102 Energy metabolism'],227.059333742763
MED134_07511,hypothetical protein,Unspecified,Unspecified,200.1571760045318
