gene_id,product,subsystem,system,value
MED134_03659,UvrD/REP helicase,"['03420 Nucleotide excision repair [PATH:dok03420]', '03430 Mismatch repair [PATH:dok03430]']","['09124 Replication and repair', '09124 Replication and repair']",9834.871008418952
MED134_06494,DNA polymerase III subunit gamma/tau,"['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",9515.491984170865
MED134_05934,polysaccharide biosynthesis protein,Unspecified,Unspecified,9361.30161753971
MED134_00510,ribosome recycling factor,Unspecified,Unspecified,8797.635479352746
MED134_01460,aminotransferase class I and II,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00220 Arginine biosynthesis [PATH:dok00220]', '00330 Arginine and proline metabolism [PATH:dok00330]', '00350 Tyrosine metabolism [PATH:dok00350]', '00360 Phenylalanine metabolism [PATH:dok00360]', '00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '00401 Novobiocin biosynthesis [PATH:dok00401]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",8748.361573783992
MED134_04749,DNA topoisomerase IV subunit B,Unspecified,Unspecified,8495.419574913878
MED134_11786,"glutamate-1-semialdehyde 2,1-aminomutase",['00860 Porphyrin metabolism [PATH:dok00860]'],['09108 Metabolism of cofactors and vitamins'],7764.8863487099425
MED134_03684,OmpA family protein,"['02030 Bacterial chemotaxis [PATH:dok02030]', '02040 Flagellar assembly [PATH:dok02040]']","['09142 Cell motility', '09142 Cell motility']",7647.8876484714165
MED134_14166,outer membrane protein transport protein (OMPP1/FadL/TodX),Unspecified,Unspecified,7529.797209226113
MED134_10106,MoxR-like ATPase,Unspecified,Unspecified,7388.037988106623
MED134_04374,hypothetical protein,Unspecified,Unspecified,7380.292933382809
MED134_03045,hypothetical protein,Unspecified,Unspecified,7182.5771802731815
MED134_10840,diphosphomevalonate decarboxylase,['00900 Terpenoid backbone biosynthesis [PATH:dok00900]'],['09109 Metabolism of terpenoids and polyketides'],6845.122423176429
MED134_12346,hypothetical protein,Unspecified,Unspecified,6832.862267915969
MED134_13091,pyrimidine operon attenuation protein / uracil phosphoribosyltransferase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],6773.301379484521
MED134_06289,hydroxymethylglutaryl-CoA lyase,"['00650 Butanoate metabolism [PATH:dok00650]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00907 Pinene, camphor and geraniol degradation [PATH:dok00907]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09109 Metabolism of terpenoids and polyketides']",6683.350722510936
MED134_08986,DnaK suppressor protein,Unspecified,Unspecified,6584.4223147601
MED134_06794,two-component system sensor histidine kinase,Unspecified,Unspecified,6508.957730759054
MED134_03749,beta-hexosaminidase,"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '01501 beta-Lactam resistance [PATH:dok01501]']","['09101 Carbohydrate metabolism', '09175 Drug resistance: antimicrobial']",6359.987079453339
MED134_09301,glucose inhibited division protein A,Unspecified,Unspecified,5874.632177263786
MED134_12741,cell division protein FtsA,Unspecified,Unspecified,5728.342411111997
MED134_12551,hypothetical protein,Unspecified,Unspecified,5469.260278361837
MED134_00025,DegT/DnrJ/EryC1/StrS aminotransferase family protein,"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]']","['09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",5449.014751072962
MED134_09126,universal stress protein UspA,Unspecified,Unspecified,5394.502856327688
MED134_02240,CinA-like protein,['00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]'],['09108 Metabolism of cofactors and vitamins'],5344.372676537969
MED134_12796,metallo-beta-lactamase superfamily protein,['00620 Pyruvate metabolism [PATH:dok00620]'],['09101 Carbohydrate metabolism'],5204.081536628248
MED134_04254,hypothetical protein,Unspecified,Unspecified,5202.96849692969
MED134_05684,hypothetical protein,Unspecified,Unspecified,5170.198712982348
MED134_07129,hypothetical protein,Unspecified,Unspecified,5166.636485703031
MED134_12701,penicillin-binding protein,"['00550 Peptidoglycan biosynthesis [PATH:dok00550]', '01501 beta-Lactam resistance [PATH:dok01501]']","['09107 Glycan biosynthesis and metabolism', '09175 Drug resistance: antimicrobial']",4896.81917132315
MED134_13441,peptidase family M28,Unspecified,Unspecified,4879.877893620276
MED134_13136,zinc carboxypeptidase,Unspecified,Unspecified,4359.855589388252
MED134_10101,hypothetical protein,Unspecified,Unspecified,4338.320636006314
MED134_04224,thioredoxin family protein,Unspecified,Unspecified,4317.328641955997
MED134_11631,peptidase family M23,Unspecified,Unspecified,4273.763390096754
MED134_03394,hypothetical protein,Unspecified,Unspecified,4237.497292211577
MED134_10076,aerotolerance-related exported protein BatD,Unspecified,Unspecified,4228.6622806183805
MED134_12041,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate-D-alanyl-D-alanyl ligase","['00300 Lysine biosynthesis [PATH:dok00300]', '00550 Peptidoglycan biosynthesis [PATH:dok00550]', '01502 Vancomycin resistance [PATH:dok01502]']","['09105 Amino acid metabolism', '09107 Glycan biosynthesis and metabolism', '09175 Drug resistance: antimicrobial']",3832.827909507687
MED134_06344,glycoprotease family protein,Unspecified,Unspecified,3785.3260720376616
MED134_10096,hypothetical protein,Unspecified,Unspecified,3721.5698534608573
MED134_14522,metal dependent phosphohydrolase,Unspecified,Unspecified,3649.7235311921822
MED134_08911,hypothetical protein,Unspecified,Unspecified,3639.0476296616835
MED134_03754,glycosyl transferase group 1,Unspecified,Unspecified,3592.3013926084527
MED134_06789,hypothetical protein,Unspecified,Unspecified,3591.349892818207
MED134_04289,ferredoxin-dependent glutamate synthase,Unspecified,Unspecified,3492.9164783100264
MED134_02120,hypothetical protein,Unspecified,Unspecified,3479.3328655773785
MED134_07576,hypothetical protein,Unspecified,Unspecified,3323.362581472381
MED134_02175,alanine racemase domain-containing protein,Unspecified,Unspecified,3241.702403149508
MED134_12711,phospho-N-acetylmuramoyl-pentapeptide- transferase,"['00550 Peptidoglycan biosynthesis [PATH:dok00550]', '01502 Vancomycin resistance [PATH:dok01502]']","['09107 Glycan biosynthesis and metabolism', '09175 Drug resistance: antimicrobial']",3185.002906932845
MED134_04204,gliding motility protein GldG,Unspecified,Unspecified,3184.305373817877
MED134_05274,redoxin,Unspecified,Unspecified,3082.0299811973764
MED134_06894,type I site-specific deoxyribonuclease,Unspecified,Unspecified,3033.461826606161
MED134_02955,hypothetical protein,Unspecified,Unspecified,2981.3897054864365
MED134_04049,"excinuclease ABC, B subunit",['03420 Nucleotide excision repair [PATH:dok03420]'],['09124 Replication and repair'],2939.841200334704
MED134_02235,hypothetical protein,Unspecified,Unspecified,2892.424250649652
MED134_04139,peptidase family M1,Unspecified,Unspecified,2762.270743361717
MED134_07491,hypothetical protein,Unspecified,Unspecified,2720.7389816728055
MED134_01855,transcriptional regulator,Unspecified,Unspecified,2656.6364181048566
MED134_04414,hypothetical protein,Unspecified,Unspecified,2522.418740485029
MED134_00950,tetrahydrofolate synthase,['00790 Folate biosynthesis [PATH:dok00790]'],['09108 Metabolism of cofactors and vitamins'],2512.7824109352723
MED134_05029,hypothetical protein,Unspecified,Unspecified,2492.4387700779603
MED134_14126,peptidase family M23,Unspecified,Unspecified,2481.1932387766215
MED134_01665,gliding motility protein GldA,Unspecified,Unspecified,2474.313019019927
MED134_00570,glycosyl hydrolase family 92,Unspecified,Unspecified,2468.7245581556986
MED134_02330,Sec-independent protein translocase protein (TatC),"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]']","['09123 Folding, sorting and degradation', '09131 Membrane transport']",2410.3963199559403
MED134_05489,lipid A export permease/ATP-binding protein MsbA,Unspecified,Unspecified,2393.6313088809047
MED134_07074,ATPase family associated with various cellular activities (AAA),Unspecified,Unspecified,2393.4112292798445
MED134_04379,ArsC family protein,Unspecified,Unspecified,2313.8686632430517
MED134_07721,hypothetical protein,Unspecified,Unspecified,2313.569020110925
MED134_04759,hypothetical protein,Unspecified,Unspecified,2278.5277214687417
MED134_02940,transglutaminase-like superfamily protein,Unspecified,Unspecified,2264.8979227446303
MED134_01350,hypothetical protein,Unspecified,Unspecified,2254.584093749606
MED134_03409,hypothetical protein,Unspecified,Unspecified,2246.2692683907126
MED134_08536,hypothetical protein,Unspecified,Unspecified,2243.9442589614473
MED134_08166,carbon-nitrogen hydrolase,Unspecified,Unspecified,2207.1008963163413
MED134_07611,Asp/Glu/hydantoin racemase,['00470 D-Amino acid metabolism [PATH:dok00470]'],['09106 Metabolism of other amino acids'],2199.8541436275173
MED134_01415,biotin/lipoate A/B protein ligase family protein,['00780 Biotin metabolism [PATH:dok00780]'],['09108 Metabolism of cofactors and vitamins'],2132.033169933917
MED134_17467,hypothetical protein,Unspecified,Unspecified,2041.180778841153
MED134_02660,two-component system response regulator,Unspecified,Unspecified,2030.1416369262597
MED134_13916,tetrapyrrole (corrin/porphyrin) methylase family protein,Unspecified,Unspecified,2016.4893509815054
MED134_03364,hypothetical protein,Unspecified,Unspecified,1968.783111865907
MED134_03789,haloacid dehalogenase-like hydrolase,Unspecified,Unspecified,1937.3864163279322
MED134_12206,hypothetical protein,Unspecified,Unspecified,1906.3536910460166
MED134_11591,small-conductance mechanosensitive channel,Unspecified,Unspecified,1851.4812539856937
MED134_10086,aerotolerance-related exported protein BatB,Unspecified,Unspecified,1848.0877943796327
MED134_10091,aerotolerance-related exported protein BatA,Unspecified,Unspecified,1844.1637536818791
MED134_05559,hypothetical protein,Unspecified,Unspecified,1840.0028040986504
MED134_10980,hypothetical protein,Unspecified,Unspecified,1790.1961154165838
MED134_14752,zinc carboxypeptidase,Unspecified,Unspecified,1783.7294173838707
MED134_08816,coproporphyrinogen III oxidase,['00860 Porphyrin metabolism [PATH:dok00860]'],['09108 Metabolism of cofactors and vitamins'],1772.1746656150253
MED134_11125,sodium-coupled branched-chain amino acid carrier protein,Unspecified,Unspecified,1751.4361995065115
MED134_06959,hypothetical protein,Unspecified,Unspecified,1735.8600866600868
MED134_02805,phage integrase family protein,Unspecified,Unspecified,1734.4874606350695
MED134_07194,oxidoreductase family protein,Unspecified,Unspecified,1704.927324507345
MED134_02140,hypothetical protein,Unspecified,Unspecified,1694.051754463595
MED134_08541,phage integrase family protein,Unspecified,Unspecified,1592.0638217265114
MED134_07269,SpoU rRNA methylase family protein,Unspecified,Unspecified,1587.5807620128999
MED134_05574,flavin containing amine oxidoreductase,Unspecified,Unspecified,1583.2057440100284
MED134_07054,hypothetical protein,Unspecified,Unspecified,1552.8815011505071
MED134_00355,hypothetical protein,Unspecified,Unspecified,1526.8700365546497
MED134_03769,hypothetical protein,Unspecified,Unspecified,1511.8580028742654
MED134_13056,glycosyl transferase family 2,Unspecified,Unspecified,1496.7302404874422
MED134_10071,aerotolerance-related exported protein BatE,Unspecified,Unspecified,1480.3882477980192
MED134_05679,short chain dehydrogenase,Unspecified,Unspecified,1442.0158138925854
MED134_12811,sterol desaturase,Unspecified,Unspecified,1410.6969300708865
MED134_03999,penicillin binding protein transpeptidase,Unspecified,Unspecified,1409.5623541293812
MED134_04144,hypothetical protein,Unspecified,Unspecified,1404.9259867982946
MED134_06429,"oligo-1,6-glucosidase","['00052 Galactose metabolism [PATH:dok00052]', '00500 Starch and sucrose metabolism [PATH:dok00500]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",1389.005138579454
MED134_12231,hypothetical protein,Unspecified,Unspecified,1380.7297729190088
MED134_13501,peptidase family M23,Unspecified,Unspecified,1359.9772380881045
MED134_13151,hypothetical protein,['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],1345.7737351373712
MED134_04419,glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein,Unspecified,Unspecified,1335.7576575015978
MED134_12146,hypothetical protein,Unspecified,Unspecified,1330.461838905059
MED134_02925,hypothetical protein,Unspecified,Unspecified,1302.9454662234834
MED134_12241,hypothetical protein,Unspecified,Unspecified,1277.3244259860649
MED134_00215,hypothetical protein,Unspecified,Unspecified,1261.187552888575
MED134_13376,hypothetical protein,Unspecified,Unspecified,1255.858020492889
MED134_00290,hypothetical protein,Unspecified,Unspecified,1252.464529007742
MED134_03794,acyl-CoA thioester hydrolase,Unspecified,Unspecified,1243.3432485684489
MED134_06974,hypothetical protein,Unspecified,Unspecified,1236.788176320354
MED134_12141,hypothetical protein,Unspecified,Unspecified,1223.1589082174255
MED134_03264,hypothetical protein,Unspecified,Unspecified,1158.8092414471357
MED134_06824,hypothetical protein,Unspecified,Unspecified,1151.1989530583446
MED134_12101,hypothetical protein,Unspecified,Unspecified,1143.1773879020475
MED134_03799,hypothetical protein,Unspecified,Unspecified,1127.8352212204916
MED134_08856,hypothetical protein,Unspecified,Unspecified,1116.7910298171905
MED134_05589,erythromycin esterase,Unspecified,Unspecified,1114.8762185220812
MED134_12791,hypothetical protein,Unspecified,Unspecified,1105.201891474744
MED134_13506,haloacid dehalogenase-like hydrolase,Unspecified,Unspecified,1100.2067118532634
MED134_05144,hypothetical protein,Unspecified,Unspecified,1095.865567546317
MED134_00730,glycosyl transferase family 2,Unspecified,Unspecified,1093.5604676067878
MED134_15830,putative membrane protein,Unspecified,Unspecified,1082.4503973538408
MED134_05884,hypothetical protein,Unspecified,Unspecified,1075.716760770867
MED134_01095,hypothetical protein,Unspecified,Unspecified,1033.9870645354356
MED134_03294,LysE type translocator,Unspecified,Unspecified,1028.2096138215288
MED134_03259,hypothetical protein,Unspecified,Unspecified,1019.2501881370567
MED134_10625,2-dehydro-3-deoxygluconokinase,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],1015.4277642441697
MED134_05239,hypothetical protein,Unspecified,Unspecified,1014.8749368656622
MED134_10630,short chain dehydrogenase,Unspecified,Unspecified,1011.7919676582618
MED134_06989,hypothetical protein,Unspecified,Unspecified,1003.7833731854846
MED134_12856,hypothetical protein,Unspecified,Unspecified,961.2247063342015
MED134_05844,hypothetical protein,Unspecified,Unspecified,950.1659322701023
MED134_05424,DJ-1/PfpI family protein,Unspecified,Unspecified,937.6015052087024
MED134_02145,dephospho-CoA kinase,['00770 Pantothenate and CoA biosynthesis [PATH:dok00770]'],['09108 Metabolism of cofactors and vitamins'],904.5229502659952
MED134_15306,hypothetical protein,Unspecified,Unspecified,901.0522560406303
MED134_05874,hypothetical protein,Unspecified,Unspecified,890.4300228465133
MED134_03534,"transcription regulator, AraC family",Unspecified,Unspecified,886.3136883932178
MED134_05244,hypothetical protein,Unspecified,Unspecified,881.8122479767927
MED134_13816,hypothetical protein,Unspecified,Unspecified,869.0346051744173
MED134_13661,serine O-acetyltransferase,"['00920 Sulfur metabolism [PATH:dok00920]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00543 Exopolysaccharide biosynthesis [PATH:dok00543]']","['09102 Energy metabolism', '09105 Amino acid metabolism', '09107 Glycan biosynthesis and metabolism']",867.3588361847478
MED134_00965,cellulase (glycosyl hydrolase family 5),"['00500 Starch and sucrose metabolism [PATH:dok00500]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09132 Signal transduction']",861.6792712864035
MED134_12211,D-alanyl-D-alanine carboxypeptidase,Unspecified,Unspecified,846.0294054597446
MED134_02310,hypothetical protein,Unspecified,Unspecified,835.2094055774616
MED134_03234,RDD family protein,Unspecified,Unspecified,825.7445492512143
MED134_12806,"transcription regulator, Crp family",Unspecified,Unspecified,786.2241183539522
MED134_05849,hypothetical protein,Unspecified,Unspecified,758.1424141647876
MED134_03100,hypothetical protein,Unspecified,Unspecified,757.2873372910498
MED134_05249,hypothetical protein,Unspecified,Unspecified,753.3366188406942
MED134_00560,asparaginase,['00511 Other glycan degradation [PATH:dok00511]'],['09107 Glycan biosynthesis and metabolism'],751.7919360918283
MED134_12171,glycosyl transferase group 1,Unspecified,Unspecified,744.070067610957
MED134_00035,hypothetical protein,Unspecified,Unspecified,742.3772413218801
MED134_03254,hypothetical protein,Unspecified,Unspecified,726.1461429359603
MED134_05019,hypothetical protein,Unspecified,Unspecified,720.456714959405
MED134_05174,ATP-dependent Clp protease,Unspecified,Unspecified,713.3930490724889
MED134_10935,hypothetical protein,Unspecified,Unspecified,710.7875543191798
MED134_02345,hypothetical protein,Unspecified,Unspecified,694.6127433283386
MED134_00220,complex I intermediate-associated protein 30 (CIA30),Unspecified,Unspecified,679.6317598897663
MED134_02550,allophanate hydrolase subunit 2,Unspecified,Unspecified,678.8143174403835
MED134_14627,alpha-acetolactate decarboxylase,Unspecified,Unspecified,662.0289584552974
MED134_11861,ribonuclease HII,['03030 DNA replication [PATH:dok03030]'],['09124 Replication and repair'],659.9515740563486
MED134_02540,LamB/YcsF family protein,['00480 Glutathione metabolism [PATH:dok00480]'],['09106 Metabolism of other amino acids'],649.1605236839569
MED134_01615,acetyltransferase (GNAT) family,Unspecified,Unspecified,618.2802730521987
MED134_00660,hypothetical protein,Unspecified,Unspecified,609.3858477453414
MED134_00425,hypothetical protein,Unspecified,Unspecified,608.9170939548125
MED134_07229,hypothetical protein,Unspecified,Unspecified,596.5761288469032
MED134_05629,Co/Zn/Cd efflux protein,Unspecified,Unspecified,556.7800078364089
MED134_05859,hypothetical protein,Unspecified,Unspecified,554.857325698937
MED134_03974,hypothetical protein,Unspecified,Unspecified,537.9352582973413
MED134_03644,glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein,Unspecified,Unspecified,528.0159979061449
MED134_08621,beta-lactamase family protein,Unspecified,Unspecified,522.8752833522773
MED134_10620,2-dehydro-3-deoxyphosphogluconate aldolase / 4-hydroxy-2-oxoglutarate aldolase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",520.1456055202259
MED134_09641,hypothetical protein,Unspecified,Unspecified,515.6484660310803
MED134_05484,hypothetical protein,Unspecified,Unspecified,508.95803806694386
MED134_04039,hypothetical protein,Unspecified,Unspecified,501.2074808775351
MED134_03219,hypothetical protein,Unspecified,Unspecified,492.2242604170441
MED134_01310,peptidase,Unspecified,Unspecified,490.4083438674374
MED134_08496,hypothetical protein,Unspecified,Unspecified,489.04013107078833
MED134_14416,hypothetical protein,Unspecified,Unspecified,487.7086566647172
MED134_05889,Orn/DAP/Arg decarboxylase,['00330 Arginine and proline metabolism [PATH:dok00330]'],['09105 Amino acid metabolism'],484.95153095730257
MED134_04149,hypothetical protein,Unspecified,Unspecified,479.4609102320825
MED134_15304,putative membrane protein,Unspecified,Unspecified,477.6156932787969
MED134_14597,two-component system sensor histidine kinase,Unspecified,Unspecified,466.6805701604657
MED134_07089,sensor of blue-light using FAD,Unspecified,Unspecified,465.1071464445309
MED134_08501,transcription regulator,Unspecified,Unspecified,456.9656170167988
MED134_05634,hypothetical protein,Unspecified,Unspecified,437.7050621153668
MED134_07234,hypothetical protein,Unspecified,Unspecified,436.3199865648851
MED134_05569,hypothetical protein,Unspecified,Unspecified,431.97015381578404
MED134_06779,hypothetical protein,Unspecified,Unspecified,423.28311828167045
MED134_06839,hypothetical protein,Unspecified,Unspecified,419.04336493383244
MED134_01100,hypothetical protein,Unspecified,Unspecified,415.3869455111595
MED134_09486,"ABC transporter, ATP-binding protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],402.23883190906076
MED134_07871,"transcription regulator, AraC family",Unspecified,Unspecified,401.8403773129269
MED134_14682,cytochrome c peroxidase,Unspecified,Unspecified,399.43161702253207
MED134_14582,hypothetical protein,Unspecified,Unspecified,380.3567722468928
MED134_00725,HTH-type transcriptional regulator,Unspecified,Unspecified,369.76649671469545
MED134_01785,aminotransferase class-V,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00680 Methane metabolism [PATH:dok00680]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]']","['09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism']",364.7002488408514
MED134_00470,hypothetical protein,Unspecified,Unspecified,363.6270530232629
MED134_14602,two-component system response regulator,Unspecified,Unspecified,356.52431344834326
MED134_08041,hypothetical protein,Unspecified,Unspecified,352.56498623531525
MED134_04494,ArsC family protein,Unspecified,Unspecified,338.84902741478027
MED134_08046,hypothetical protein,Unspecified,Unspecified,333.8983206187325
MED134_00475,hypothetical protein,Unspecified,Unspecified,332.7503919737894
MED134_14622,hypothetical protein,Unspecified,Unspecified,312.75378833324345
MED134_08506,hypothetical protein,Unspecified,Unspecified,298.41487199120184
MED134_08656,hypothetical protein,Unspecified,Unspecified,294.27391646512945
MED134_02665,universal stress protein UspA,Unspecified,Unspecified,290.1390318637665
MED134_13446,hypothetical protein,Unspecified,Unspecified,284.9897347241225
MED134_14677,sulfatase,Unspecified,Unspecified,284.08509049043914
MED134_08651,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,282.703788213282
MED134_01375,hypothetical protein,Unspecified,Unspecified,280.2890201470906
MED134_09171,UmuC protein,Unspecified,Unspecified,257.08363354386097
MED134_04499,sigma 54 modulation protein / S30EA ribosomal protein,Unspecified,Unspecified,235.70980558724852
MED134_00445,hypothetical protein,Unspecified,Unspecified,209.26515190762464
MED134_00700,hypothetical protein,Unspecified,Unspecified,208.6147632338289
MED134_11135,aspartate kinase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00300 Lysine biosynthesis [PATH:dok00300]', '00261 Monobactam biosynthesis [PATH:dok00261]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",206.623239568411
MED134_02705,"cation transport P-type ATPase, E1-E2 family",Unspecified,Unspecified,201.0735681698902
MED134_13161,hypothetical protein,Unspecified,Unspecified,200.654679080303
MED134_14722,hypothetical protein,Unspecified,Unspecified,199.30427986338788
MED134_12846,hypothetical protein,Unspecified,Unspecified,197.78923879945557
MED134_15822,hypothetical protein,Unspecified,Unspecified,192.08180287458265
MED134_08866,gliding motility protein GldL,Unspecified,Unspecified,190.34572274347215
MED134_07239,hypothetical protein,Unspecified,Unspecified,184.98802735913628
MED134_05754,hypothetical protein,Unspecified,Unspecified,183.0894531279499
MED134_06834,TonB dependent/ligand-gated channel,Unspecified,Unspecified,179.2752198196201
MED134_03174,Cys/Met metabolism PLP-dependent enzyme,"['00270 Cysteine and methionine metabolism [PATH:dok00270]', '00450 Selenocompound metabolism [PATH:dok00450]']","['09105 Amino acid metabolism', '09106 Metabolism of other amino acids']",157.3376448380719
MED134_08051,transcription regulator,Unspecified,Unspecified,143.42509905884452
MED134_08631,hypothetical protein,Unspecified,Unspecified,119.7403006777642
MED134_13291,cytochrome c peroxidase,Unspecified,Unspecified,115.15292178026525
MED134_02640,universal stress protein UspA,Unspecified,Unspecified,113.2938492009695
MED134_06689,hypothetical protein,Unspecified,Unspecified,101.05925911687808
MED134_10715,SCO2/SenC family protein,Unspecified,Unspecified,94.22708612780178
MED134_02680,universal stress protein UspA,Unspecified,Unspecified,93.30805277576243
MED134_12826,hypothetical protein,Unspecified,Unspecified,83.44785586068113
MED134_17141,hypothetical protein,Unspecified,Unspecified,79.80269105946891
MED134_02745,hypothetical protein,Unspecified,Unspecified,69.56852615189779
MED134_02670,universal stress protein UspA,Unspecified,Unspecified,62.03960062273348
MED134_02675,universal stress protein UspA,Unspecified,Unspecified,56.363925246090105
MED134_03774,calcineurin-like phosphoesterase,Unspecified,Unspecified,54.036968758424486
