gene_id,product,subsystem,system,value
MED134_10550,hypothetical protein,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00380 Tryptophan metabolism [PATH:dok00380]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism']",1451.8440102861496
MED134_08201,hypothetical protein,Unspecified,Unspecified,1379.1753297891214
MED134_12941,hypothetical protein,Unspecified,Unspecified,1379.113962973543
MED134_01880,hypothetical protein,Unspecified,Unspecified,1082.5173511349192
MED134_12016,acetyltransferase (GNAT) family protein,Unspecified,Unspecified,1035.970422267678
MED134_00910,DNA/RNA non-specific endonuclease,Unspecified,Unspecified,990.8010028510739
MED134_08176,exonuclease,"['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",883.8588057315823
MED134_06614,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,861.8765299224676
MED134_10136,hypothetical protein,Unspecified,Unspecified,842.29249981981
MED134_00765,hypothetical protein,Unspecified,Unspecified,821.749524293065
MED134_03949,hypothetical protein,Unspecified,Unspecified,694.4406679513661
MED134_00880,NlpC/P60 family protein,Unspecified,Unspecified,638.4705683410065
MED134_10690,"transcription regulator, ArsR family",Unspecified,Unspecified,626.0430887514364
MED134_00760,hypothetical protein,Unspecified,Unspecified,601.3094185002261
MED134_10835,tryptophan-rich sensory protein,Unspecified,Unspecified,560.3355543600974
MED134_02290,"two-component system response regulator, LytR/AlgR family",Unspecified,Unspecified,426.6771889198511
MED134_02020,transcriptional regulator PadR-like family,Unspecified,Unspecified,379.2420467010669
MED134_12631,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,194.787828330656
