gene_id,product,subsystem,system,value
MED134_14231,glucose-6-phosphate 1-dehydrogenase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00480 Glutathione metabolism [PATH:dok00480]']","['09101 Carbohydrate metabolism', '09106 Metabolism of other amino acids']",6974.378968133535
MED134_04404,zinc carboxypeptidase,Unspecified,Unspecified,6530.123976539313
MED134_04154,hypothetical protein,Unspecified,Unspecified,5294.507113692803
MED134_13541,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,5149.442991689681
MED134_14787,alanine dehydrogenase,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00430 Taurine and hypotaurine metabolism [PATH:dok00430]']","['09105 Amino acid metabolism', '09106 Metabolism of other amino acids']",4921.298377676851
MED134_03959,"transcription regulator, AraC family",Unspecified,Unspecified,3928.2978060421947
MED134_05314,two-component system sensor histidine kinase,Unspecified,Unspecified,3550.141963863026
MED134_01265,GTP-binding protein Era,Unspecified,Unspecified,3511.982233650245
MED134_13981,thioesterase superfamily protein,['00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]'],['09108 Metabolism of cofactors and vitamins'],3447.5840884145546
MED134_03374,"ABC transporter, ATP-binding and permease protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],3258.9189796465957
MED134_00390,thioredoxin family protein,Unspecified,Unspecified,3204.287128792968
MED134_00385,thioredoxin family protein,Unspecified,Unspecified,3033.975166791095
MED134_12366,hypothetical protein,Unspecified,Unspecified,2980.415731596462
MED134_03489,glutamate-ammonia ligase,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00910 Nitrogen metabolism [PATH:dok00910]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00220 Arginine biosynthesis [PATH:dok00220]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09132 Signal transduction']",2940.7411672022545
MED134_12356,rhomboid family protein,Unspecified,Unspecified,2923.0310269141046
MED134_10031,hypothetical protein,Unspecified,Unspecified,2770.678731509637
MED134_11981,hypothetical protein,Unspecified,Unspecified,2751.5707138147573
MED134_09051,hypothetical protein,Unspecified,Unspecified,2692.7223101437667
MED134_09716,xylose isomerase-like protein,Unspecified,Unspecified,2529.258827327449
MED134_01325,asparaginase,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00460 Cyanoamino acid metabolism [PATH:dok00460]']","['09105 Amino acid metabolism', '09106 Metabolism of other amino acids']",2162.0089782472123
MED134_11946,argininosuccinate lyase,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00220 Arginine biosynthesis [PATH:dok00220]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",2097.161922595572
MED134_05049,hypothetical protein,Unspecified,Unspecified,2075.850343020672
MED134_13416,"ABC transporter, permease protein",Unspecified,Unspecified,1957.3835745701108
MED134_12911,aldehyde dehydrogenase family protein,"['00380 Tryptophan metabolism [PATH:dok00380]', '00362 Benzoate degradation [PATH:dok00362]']","['09105 Amino acid metabolism', '09111 Xenobiotics biodegradation and metabolism']",1832.99534147806
MED134_03504,hypothetical protein,Unspecified,Unspecified,1767.6518603895038
MED134_11926,acetylornithine aminotransferase,"['00300 Lysine biosynthesis [PATH:dok00300]', '00220 Arginine biosynthesis [PATH:dok00220]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",1718.114168954407
MED134_02830,peptide-methionine (R)-S-oxide reductase,Unspecified,Unspecified,1700.4642274500006
MED134_00675,NADH dehydrogenase,Unspecified,Unspecified,1678.5134219245222
MED134_03674,YrdC protein,Unspecified,Unspecified,1658.0969090488375
MED134_16069,GCN5-related N-acetyltransferase,Unspecified,Unspecified,1614.3444847163173
MED134_05809,DEAD/DEAH box helicase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",1612.0708133229439
MED134_01155,hypothetical protein,Unspecified,Unspecified,1600.5569659619332
MED134_05619,hypothetical protein,Unspecified,Unspecified,1598.2669321777541
MED134_11931,ornithine carbamoyltransferase,Unspecified,Unspecified,1519.826118210481
MED134_11941,acetylornithine deacetylase,['00220 Arginine biosynthesis [PATH:dok00220]'],['09105 Amino acid metabolism'],1403.0741722730572
MED134_02825,peptide-methionine (R)-S-oxide reductase,Unspecified,Unspecified,1380.5238189479546
MED134_11916,N-acetyl-gamma-glutamyl-phosphate reductase,['00220 Arginine biosynthesis [PATH:dok00220]'],['09105 Amino acid metabolism'],1338.5497701451213
MED134_11936,acetylglutamate kinase,['00220 Arginine biosynthesis [PATH:dok00220]'],['09105 Amino acid metabolism'],1317.400261426335
MED134_00670,iron-sulfur cluster-binding protein,Unspecified,Unspecified,1237.9967342174505
MED134_10366,A/G-specific adenine glycosylase,['03410 Base excision repair [PATH:dok03410]'],['09124 Replication and repair'],1199.291735269632
MED134_10356,hypothetical protein,Unspecified,Unspecified,1181.1419708737676
MED134_11921,pyrroline-5-carboxylate reductase,['00330 Arginine and proline metabolism [PATH:dok00330]'],['09105 Amino acid metabolism'],1118.475441027564
MED134_14607,hypothetical protein,Unspecified,Unspecified,1115.5164141463592
MED134_16155,hypothetical protein,Unspecified,Unspecified,1093.7954577285423
MED134_05814,chaperone protein DnaJ,Unspecified,Unspecified,919.9210001442575
MED134_05419,zinc carboxypeptidase,Unspecified,Unspecified,912.624648838645
MED134_02465,hypothetical protein,Unspecified,Unspecified,849.316409997105
MED134_05689,hypothetical protein,Unspecified,Unspecified,735.1974472323258
MED134_12976,hypothetical protein,Unspecified,Unspecified,706.3721253483147
MED134_02865,large-conductance mechanosensitive channel,Unspecified,Unspecified,641.332151818569
MED134_00575,copper homeostasis protein CutC,Unspecified,Unspecified,617.902291206133
MED134_06279,hypothetical protein,Unspecified,Unspecified,540.9122222214698
MED134_12256,hypothetical protein,Unspecified,Unspecified,484.28519610228636
MED134_05429,cAMP-binding protein,Unspecified,Unspecified,480.67610993635765
MED134_09806,major facilitator superfamily protein,Unspecified,Unspecified,457.0895216428796
MED134_11816,"transcription regulator, AraC family",Unspecified,Unspecified,340.69212697654916
MED134_03899,hypothetical protein,Unspecified,Unspecified,334.43511254552175
MED134_00705,hypothetical protein,Unspecified,Unspecified,325.2342590418073
MED134_14637,hypothetical protein,Unspecified,Unspecified,320.8713570883315
MED134_02495,hypothetical protein,Unspecified,Unspecified,251.95451900322723
MED134_05804,hypothetical protein,Unspecified,Unspecified,221.70674743403686
MED134_01570,MepB protein,Unspecified,Unspecified,213.73192536518962
MED134_01625,hypothetical protein,Unspecified,Unspecified,71.03110768068211
