gene_id,product,subsystem,system,value
MED134_11636,alanyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],17234.96803426912
MED134_04259,phenylalanyl-tRNA synthetase beta chain,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],17190.41587742504
MED134_12406,30S ribosomal protein S10,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],16812.989826293247
MED134_12451,50S ribosomal protein L29,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],16606.66172815942
MED134_12491,50S ribosomal protein L18,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],15371.531330984908
MED134_04069,"carbamoyl-phosphate synthase, large subunit","['00240 Pyrimidine metabolism [PATH:dok00240]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",15184.467664916807
MED134_05434,phosphoribosylformylglycinamidine synthase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],15144.025756101342
MED134_00820,hypothetical protein,Unspecified,Unspecified,14698.75838733939
MED134_11030,FeS assembly protein SufD,Unspecified,Unspecified,14679.408623726149
MED134_12476,30S ribosomal protein S14,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],14621.365346451315
MED134_13806,GTP-binding elongation factor family protein TypA/BipA,Unspecified,Unspecified,14318.824709861014
MED134_14411,IMP dehydrogenase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],14151.383073559959
MED134_03065,hypothetical protein,Unspecified,Unspecified,13943.190100795451
MED134_14692,transcription termination factor Rho,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",13726.749931413222
MED134_08071,hypothetical protein,Unspecified,Unspecified,13501.88660322374
MED134_05514,cold shock domain protein CspD,Unspecified,Unspecified,13454.348251848458
MED134_10056,carbonic anhydrase,['00910 Nitrogen metabolism [PATH:dok00910]'],['09102 Energy metabolism'],13328.596411854469
MED134_00585,GTP-binding protein LepA,Unspecified,Unspecified,12811.112829269638
MED134_08406,ribose-phosphate pyrophosphokinase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00230 Purine metabolism [PATH:dok00230]']","['09101 Carbohydrate metabolism', '09104 Nucleotide metabolism']",12688.562703990188
MED134_07536,ATP-dependent Clp protease ATP-binding subunit,Unspecified,Unspecified,12559.95989940696
MED134_11836,lysyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],12539.460553161189
MED134_17896,8-amino-7-oxononanoate synthase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]']",['09105 Amino acid metabolism'],12326.141812675392
MED134_10865,aspartyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],12233.862895675895
MED134_06129,cold shock domain protein CspD,Unspecified,Unspecified,12049.69458349078
MED134_08076,glycogen synthase,['00500 Starch and sucrose metabolism [PATH:dok00500]'],['09101 Carbohydrate metabolism'],11801.883854395513
MED134_14091,aminotransferase class-III,['00330 Arginine and proline metabolism [PATH:dok00330]'],['09105 Amino acid metabolism'],11580.82362759521
MED134_07541,ATP-dependent Clp protease proteolytic subunit,Unspecified,Unspecified,11509.270776309655
MED134_09251,glutaminyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],11249.92977609995
MED134_03429,OmpA family protein,Unspecified,Unspecified,11244.067744855522
MED134_10036,"phenylalanyl-tRNA synthetase, alpha subunit",['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],11219.566308845595
MED134_00500,inner membrane transporter,Unspecified,Unspecified,11031.524742046407
MED134_13101,hypothetical protein,Unspecified,Unspecified,10586.52995506411
MED134_11351,transcription elongation protein NusA,Unspecified,Unspecified,10165.551961024088
MED134_09221,ribonuclease R,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",10160.162123434247
MED134_06549,peptidylprolyl isomerase,Unspecified,Unspecified,10046.340814513362
MED134_07144,cytochrome c assembly protein,Unspecified,Unspecified,10028.614424735988
MED134_09091,PfkB family carbohydrate kinase,Unspecified,Unspecified,9862.883755938434
MED134_03559,peptide chain release factor 1,Unspecified,Unspecified,9746.046220785458
MED134_08271,hypothetical protein,Unspecified,Unspecified,9586.893239990017
MED134_07299,aminomethyltransferase,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00670 One carbon pool by folate [PATH:dok00670]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",8723.092692160375
MED134_11045,metallo-beta-lactamase superfamily protein,['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],8710.013769975387
MED134_05404,"excinuclease ABC, A subunit",['03420 Nucleotide excision repair [PATH:dok03420]'],['09124 Replication and repair'],8478.965360651133
MED134_13116,transketolase-like protein,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],8242.516530556206
MED134_02520,X-Pro dipeptidyl-peptidase (S15 family),Unspecified,Unspecified,7911.927808914442
MED134_01430,hypothetical protein,Unspecified,Unspecified,7665.584695312335
MED134_13111,transketolase-like protein,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],7595.182669222699
MED134_14226,6-phosphogluconate dehydrogenase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00480 Glutathione metabolism [PATH:dok00480]']","['09101 Carbohydrate metabolism', '09106 Metabolism of other amino acids']",7433.858952001578
MED134_01870,arginine-tRNA ligase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],7301.966215344573
MED134_08926,hypothetical protein,Unspecified,Unspecified,7060.3111288491455
MED134_12191,adenylate kinase,"['00230 Purine metabolism [PATH:dok00230]', '00730 Thiamine metabolism [PATH:dok00730]']","['09104 Nucleotide metabolism', '09108 Metabolism of cofactors and vitamins']",7035.679614505962
MED134_10920,hypothetical protein,Unspecified,Unspecified,6919.672118891517
MED134_05999,UDP-glucose 6-dehydrogenase,"['00040 Pentose and glucuronate interconversions [PATH:dok00040]', '00053 Ascorbate and aldarate metabolism [PATH:dok00053]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",6865.04564114246
MED134_07591,undecaprenyl pyrophosphate synthetase,"['00550 Peptidoglycan biosynthesis [PATH:dok00550]', '00900 Terpenoid backbone biosynthesis [PATH:dok00900]']","['09107 Glycan biosynthesis and metabolism', '09109 Metabolism of terpenoids and polyketides']",6812.68447896397
MED134_07586,hypothetical protein,Unspecified,Unspecified,6607.013602431307
MED134_03424,hypothetical protein,Unspecified,Unspecified,6588.840085427719
MED134_14802,peptide chain release factor RF-3,Unspecified,Unspecified,6528.372476932509
MED134_02285,GTP cyclohydrolase I,['00790 Folate biosynthesis [PATH:dok00790]'],['09108 Metabolism of cofactors and vitamins'],6502.97455868902
MED134_12601,hypothetical protein,Unspecified,Unspecified,6484.034359135317
MED134_06544,MoxR-like ATPase,Unspecified,Unspecified,6344.263030027372
MED134_08936,tryptophanyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],6222.787248041494
MED134_08921,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,6176.389276536196
MED134_07506,GTP-binding protein EngA,Unspecified,Unspecified,6140.273037046667
MED134_13516,hypothetical protein,Unspecified,Unspecified,5859.770698923907
MED134_06644,putative copper/silver resistance-related permease,['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],5596.4173107905135
MED134_03469,ferric uptake regulator family protein,Unspecified,Unspecified,5508.076794557037
MED134_10016,prolyl oligopeptidase,Unspecified,Unspecified,5492.699954421437
MED134_02500,propionyl-CoA carboxylase beta chain,"['00280 Valine, leucine and isoleucine degradation [PATH:dok00280]']",['09105 Amino acid metabolism'],5411.484110496284
MED134_04849,hypothetical protein,Unspecified,Unspecified,5282.491278968801
MED134_09096,amidophosphoribosyltransferase,"['00230 Purine metabolism [PATH:dok00230]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",5240.747217915087
MED134_03549,phosphoribosylformylglycinamidine cyclo-ligase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],5180.205608411285
MED134_01505,tRNA-guanine transglycosylase,Unspecified,Unspecified,5177.8292630727765
MED134_11025,cysteine desulfurase,['00450 Selenocompound metabolism [PATH:dok00450]'],['09106 Metabolism of other amino acids'],5130.179361252489
MED134_09341,"twin arginine-targeting protein translocase, TatA/E family","['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]']","['09123 Folding, sorting and degradation', '09131 Membrane transport']",5107.557888915922
MED134_04194,peptidase family M28,Unspecified,Unspecified,5089.573940515151
MED134_05054,DEAD/DEAH box helicase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",5033.419921046326
MED134_11040,hypothetical protein,Unspecified,Unspecified,5005.967101904871
MED134_04434,histidine biosynthesis bifunctional protein HisIE,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],4958.406290565073
MED134_03564,orotidine-5'-phosphate decarboxylase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],4921.804379458815
MED134_14792,cystathionine beta-synthase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",4849.939232793302
MED134_05449,NOL1/NOP2/sun family protein,Unspecified,Unspecified,4781.328248129239
MED134_06449,peptidase family M20/M25/M40,Unspecified,Unspecified,4722.952600342874
MED134_12196,GTP-binding protein,Unspecified,Unspecified,4621.867779814291
MED134_11346,hypothetical protein,Unspecified,Unspecified,4609.246863919527
MED134_13011,MiaB-like tRNA modifying enzyme YliG,Unspecified,Unspecified,4601.567360925374
MED134_11501,protoheme IX farnesyltransferase,"['00190 Oxidative phosphorylation [PATH:dok00190]', '00860 Porphyrin metabolism [PATH:dok00860]']","['09102 Energy metabolism', '09108 Metabolism of cofactors and vitamins']",4524.8749509267745
MED134_10461,peptidase family M50,Unspecified,Unspecified,4466.889114391548
MED134_08361,magnesium ion transporter,Unspecified,Unspecified,4454.336465675237
MED134_05784,cold shock domain protein CspD,Unspecified,Unspecified,4439.3694779490415
MED134_01390,NIF3 (NGG1p interacting factor 3),Unspecified,Unspecified,4374.446034746331
MED134_00630,pyridoxal phosphate biosynthetic protein PdxA,Unspecified,Unspecified,4351.0342354401655
MED134_12361,SpoU rRNA methylase family protein,Unspecified,Unspecified,4301.963980198073
MED134_14717,sulfate permease,Unspecified,Unspecified,4296.463386616739
MED134_06339,hypothetical protein,Unspecified,Unspecified,4261.9464496230885
MED134_14341,DEAD/DEAH box helicase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",4214.903051904796
MED134_01690,hypothetical protein,Unspecified,Unspecified,4212.567008028003
MED134_03729,hypothetical protein,Unspecified,Unspecified,3999.188355874284
MED134_11240,pseudouridylate synthase,Unspecified,Unspecified,3860.8140193850004
MED134_04944,"ABC transporter, ATP-binding and permease protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],3829.707018232867
MED134_02225,"DNA polymerase III, epsilon subunit","['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",3814.6198540634196
MED134_08961,hypothetical protein,Unspecified,Unspecified,3802.7903455417886
MED134_01420,hypothetical protein,Unspecified,Unspecified,3755.5912872904896
MED134_11055,scaffold protein for iron-sulfur cluster assembly,Unspecified,Unspecified,3727.2719418250995
MED134_01220,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,3719.421073493918
MED134_03844,lipid A export ATP-binding/permease protein MsbA,['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],3717.2103009782822
MED134_09876,NAD dependent epimerase/dehydratase family protein,Unspecified,Unspecified,3690.1286420874803
MED134_14066,putative RNA methylase family UPF0020,Unspecified,Unspecified,3669.25748009807
MED134_01695,putative GTPase,['00730 Thiamine metabolism [PATH:dok00730]'],['09108 Metabolism of cofactors and vitamins'],3655.305234847362
MED134_12596,phosphoribosylglycinamide formyltransferase 2,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],3636.2141749742987
MED134_05789,peptidase family M13,Unspecified,Unspecified,3623.9637122462464
MED134_02170,exonuclease family protein,"['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",3470.0315659980934
MED134_12011,L-serine deaminase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",3391.1435278275057
MED134_14527,calcineurin-like phosphoesterase,Unspecified,Unspecified,3361.2960014407336
MED134_00855,hydroxymethylglutaryl-CoA reductase,['00900 Terpenoid backbone biosynthesis [PATH:dok00900]'],['09109 Metabolism of terpenoids and polyketides'],3326.0898804571098
MED134_13891,hypothetical protein,Unspecified,Unspecified,3318.6514608159796
MED134_04854,SPFH/band 7 family protein,Unspecified,Unspecified,3301.6675100055772
MED134_14001,hypothetical protein,Unspecified,Unspecified,3289.062527756208
MED134_08376,hypothetical protein,Unspecified,Unspecified,3270.9186127868415
MED134_01895,riboflavin synthase beta chain,['00740 Riboflavin metabolism [PATH:dok00740]'],['09108 Metabolism of cofactors and vitamins'],3187.9334643059055
MED134_00830,hypothetical protein,Unspecified,Unspecified,3156.04235239055
MED134_09021,ribosomal protein S6 modification protein,Unspecified,Unspecified,3153.0884014940702
MED134_14767,3-dehydroquinate synthase,"['00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]']",['09105 Amino acid metabolism'],3070.5989827968006
MED134_05444,endonuclease I,Unspecified,Unspecified,3058.6353031353565
MED134_07521,hypothetical protein,Unspecified,Unspecified,2947.859341677434
MED134_11601,hypothetical protein,Unspecified,Unspecified,2886.2844938925996
MED134_12936,kynureninase,['00380 Tryptophan metabolism [PATH:dok00380]'],['09105 Amino acid metabolism'],2880.3374033375744
MED134_10321,"saccharopine dehydrogenase (NADP+, L-glutamate forming)",Unspecified,Unspecified,2855.231195354205
MED134_07666,hypothetical protein,Unspecified,Unspecified,2819.424582459862
MED134_03689,glycosyl transferase family 2,Unspecified,Unspecified,2804.18300590365
MED134_12926,kynurenine 3-monooxygenase,['00380 Tryptophan metabolism [PATH:dok00380]'],['09105 Amino acid metabolism'],2770.4671653472587
MED134_12351,ATPase family associated with various cellular activities (AAA),Unspecified,Unspecified,2767.9634894002334
MED134_13411,sulfate/thiosulfate import ATP-binding protein CysA,Unspecified,Unspecified,2765.84590073214
MED134_11245,glycosyl transferase family 2,Unspecified,Unspecified,2762.1719964978192
MED134_02780,CAAX amino terminal protease family,Unspecified,Unspecified,2749.2079994474825
MED134_04804,HD superfamily phosphohydrolase,Unspecified,Unspecified,2708.2999902280494
MED134_01800,polyprenyl synthetase,['00900 Terpenoid backbone biosynthesis [PATH:dok00900]'],['09109 Metabolism of terpenoids and polyketides'],2701.6256582682936
MED134_08366,dimethyladenosine transferase,Unspecified,Unspecified,2661.7866361445485
MED134_07456,outer membrane efflux protein,"['03070 Bacterial secretion system [PATH:dok03070]', '02020 Two-component system [PATH:dok02020]', '01501 beta-Lactam resistance [PATH:dok01501]', '01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]']","['09131 Membrane transport', '09132 Signal transduction', '09175 Drug resistance: antimicrobial', '09175 Drug resistance: antimicrobial']",2647.4810941549395
MED134_01510,putative permease YjgP/YjgQ family,['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],2614.5803671445346
MED134_13711,ribosomal protein L11 methyltransferase,Unspecified,Unspecified,2595.997202791952
MED134_12076,peptidase family M28,Unspecified,Unspecified,2587.135091075811
MED134_11451,Holliday junction ATP-dependent DNA helicase RuvA,['03440 Homologous recombination [PATH:dok03440]'],['09124 Replication and repair'],2571.325836647554
MED134_02470,hypothetical protein,Unspecified,Unspecified,2412.26212155951
MED134_09926,hypothetical protein,Unspecified,Unspecified,2393.0084033909484
MED134_07656,16S rRNA processing protein RimM,Unspecified,Unspecified,2367.9571643829195
MED134_03894,hypothetical protein,Unspecified,Unspecified,2356.4328961551555
MED134_00505,hypothetical protein,Unspecified,Unspecified,2342.5373350257933
MED134_05384,HD family protein,Unspecified,Unspecified,2321.594283374502
MED134_05064,hypothetical protein,Unspecified,Unspecified,2291.9126015984766
MED134_12951,radical SAM superfamily protein,['00790 Folate biosynthesis [PATH:dok00790]'],['09108 Metabolism of cofactors and vitamins'],2161.741618970852
MED134_09931,hypothetical protein,Unspecified,Unspecified,2067.8580047404466
MED134_12006,hypothetical protein,Unspecified,Unspecified,2063.580714213621
MED134_05184,hypothetical protein,Unspecified,Unspecified,2034.6622827520814
MED134_14346,metallo-beta-lactamase superfamily protein,['01501 beta-Lactam resistance [PATH:dok01501]'],['09175 Drug resistance: antimicrobial'],2033.9370589079522
MED134_13401,GrpE protein,Unspecified,Unspecified,2027.164091240486
MED134_12591,hypothetical protein,Unspecified,Unspecified,2010.6074267343445
MED134_07304,dTDP-4-dehydrorhamnose reductase,Unspecified,Unspecified,2000.661933773743
MED134_05529,hypothetical protein,Unspecified,Unspecified,1999.1458908117374
MED134_12061,cytidine deaminase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],1987.502258403593
MED134_14326,hypothetical protein,Unspecified,Unspecified,1986.5313196089812
MED134_06064,exodeoxyribonuclease V alpha chain,Unspecified,Unspecified,1930.203775752624
MED134_14782,hypothetical protein,Unspecified,Unspecified,1908.1647853804584
MED134_02060,"methyltransferase, HemK family",Unspecified,Unspecified,1901.4704720450277
MED134_10900,NAD dependent epimerase/dehydratase family protein,Unspecified,Unspecified,1890.1032597545623
MED134_14381,DEAD/DEAH box helicase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",1880.2629816028834
MED134_11286,glycosyl transferase family 2,Unspecified,Unspecified,1867.9325247813003
MED134_12311,haloacid dehalogenase-like hydrolase,Unspecified,Unspecified,1814.5617119461226
MED134_13366,hypothetical protein,Unspecified,Unspecified,1759.6222248756758
MED134_07461,"transcription regulator, TetR family",Unspecified,Unspecified,1714.8114165914758
MED134_14191,methionyl-tRNA formyltransferase,"['00670 One carbon pool by folate [PATH:dok00670]', '00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]']","['09108 Metabolism of cofactors and vitamins', '09122 Translation']",1700.7995247471742
MED134_03379,pseudouridylate synthase,Unspecified,Unspecified,1676.5558413323924
MED134_03060,shikimate dehydrogenase,Unspecified,Unspecified,1647.540557086701
MED134_06649,outer membrane efflux protein,Unspecified,Unspecified,1623.0155480104172
MED134_05284,metallo-beta-lactamase superfamily protein,Unspecified,Unspecified,1620.1140205793422
MED134_02785,O-succinylbenzoate-CoA ligase,['00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]'],['09108 Metabolism of cofactors and vitamins'],1617.2626233755648
MED134_08371,hypothetical protein,Unspecified,Unspecified,1600.4238826522892
MED134_13451,multidrug resistance protein,Unspecified,Unspecified,1597.5878654645053
MED134_13046,hypothetical protein,Unspecified,Unspecified,1565.463946281162
MED134_13461,PAP2 superfamily protein,"['00550 Peptidoglycan biosynthesis [PATH:dok00550]', '00552 Teichoic acid biosynthesis [PATH:dok00552]']","['09107 Glycan biosynthesis and metabolism', '09107 Glycan biosynthesis and metabolism']",1564.7289218799815
MED134_07651,methyltransferase,Unspecified,Unspecified,1560.7167094098563
MED134_00150,inorganic H+ pyrophosphatase,Unspecified,Unspecified,1559.6847982382612
MED134_05069,putative SPOUT methyltransferase,Unspecified,Unspecified,1549.8700783337338
