Genome Name,Accession,PATRIC ID,Refseq Locus Tag,Alt Locus Tag,Gene,Product,Annotation,Pathway Name,EC Description
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1566,,,,"Methylmalonyl-CoA mutase small subunit, MutA (EC 5.4.99.2)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Methylmalonyl-CoA mutase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1776,,,,"Coproporphyrinogen III oxidase, aerobic (EC 1.3.3.3)",PATRIC,"Porphyrin and chlorophyll metabolism","Coproporphyrinogen oxidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1079,,,,"Uncharacterized acetyltransferase YjgM (EC 2.3.1.-)",PATRIC,"Isoquinoline alkaloid biosynthesis","Transferring groups other than amino-acyl groups"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1658,,,,"Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Phenylalanine metabolism","Aspartate transaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2962,,,,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)",PATRIC,"Purine metabolism","Sulfate adenylyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1319,,,,"Mevalonate kinase (EC 2.7.1.36)",PATRIC,"Terpenoid backbone biosynthesis","Mevalonate kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.220,,,,"Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)",PATRIC,"Synthesis and degradation of ketone bodies","Hydroxymethylglutaryl-CoA lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1674,,,,"Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)",PATRIC,"Methane metabolism","Fructose-bisphosphatase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1328,,,,"Carboxymuconolactone decarboxylase (EC 4.1.1.44)",PATRIC,"Benzoate degradation via hydroxylation","4-carboxymuconolactone decarboxylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2360,,,,"Enoyl-CoA hydratase (EC 4.2.1.17)",PATRIC,"1,4-Dichlorobenzene degradation","Enoyl-CoA hydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1446,,,,"5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13), C-terminal domain",PATRIC,"Cysteine and methionine metabolism","Methionine synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.179,,,,"tRNA-(ms[2]io[6]A)-hydroxylase (EC 1.-.-.-)",PATRIC,"Isoquinoline alkaloid biosynthesis","Oxidoreductases"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1760,,,,"Enoyl-CoA hydratase (EC 4.2.1.17)",PATRIC,"Propanoate metabolism","Enoyl-CoA hydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.242,,,,"Gamma-glutamyltranspeptidase (EC 2.3.2.2) @ Glutathione hydrolase (EC 3.4.19.13)",PATRIC,"Taurine and hypotaurine metabolism","Gamma-glutamyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.499,,,,"ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGl",PATRIC,"Histidine metabolism","ATP phosphoribosyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1899,,,,"Colanic acid biosynthesis acetyltransferase WcaF (EC 2.3.1.-)",PATRIC,"Histidine metabolism","Transferring groups other than amino-acyl groups"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.786,,,,"Glutamine synthetase type III, GlnN (EC 6.3.1.2)",PATRIC,"Alanine, aspartate and glutamate metabolism","Glutamate--ammonia ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1609,,,,"Acetyl-CoA synthetase (EC 6.2.1.1)",PATRIC,"Methane metabolism","Acetate--CoA ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2756,,,,"Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)",PATRIC,"Biosynthesis of type II polyketide products","Hexosyltransferases"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1830,,,,"Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)",PATRIC,"Purine metabolism","Phosphoribosylglycinamide formyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.273,,,,"dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)",PATRIC,"Polyketide sugar unit biosynthesis","dTDP-4-dehydrorhamnose reductase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.974,,,,"Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)",PATRIC,"Valine, leucine and isoleucine biosynthesis","Ketol-acid reductoisomerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2086,,,,"Saccharopine dehydrogenase [NADP, L-glutamate-forming] (EC 1.5.1.10)",PATRIC,"Lysine biosynthesis","Saccharopine dehydrogenase (NADP(+), L-glutamate-forming)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2544,,,,"Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Arginine and proline metabolism","Aspartate transaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2027,,,,"Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)",PATRIC,"Aminoacyl-tRNA biosynthesis","Phenylalanine--tRNA ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1488,,,,"Dihydrofolate reductase (EC 1.5.1.3)",PATRIC,"One carbon pool by folate","Dihydrofolate reductase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2361,,,,"3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)",PATRIC,"Caprolactam degradation","3-hydroxyacyl-CoA dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.860,,,,"Diacylglycerol kinase (EC 2.7.1.107)",PATRIC,"Glycerolipid metabolism","Diacylglycerol kinase (ATP)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.272,,,,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)",PATRIC,"Polyketide sugar unit biosynthesis","dTDP-4-dehydrorhamnose 3,5-epimerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.535,,,,"Enoyl-[ACP] reductase (EC 1.3.1.9), FadG-like, identified by metagenomics",PATRIC,"Fatty acid biosynthesis","Enoyl-[acyl-carrier-protein] reductase (NADH)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2789,,,,"Alpha-1,4-N-acetylgalactosamine transferase PglH (EC 2.4.1.-)",PATRIC,"Glycerolipid metabolism","Hexosyltransferases"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.975,,,,"Acetolactate synthase small subunit (EC 2.2.1.6)",PATRIC,"Pantothenate and CoA biosynthesis","Acetolactate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1769,,,,"Glutamyl-tRNA reductase (EC 1.2.1.70)",PATRIC,"Porphyrin and chlorophyll metabolism","Glutamyl-tRNA reductase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.978,,,,"Aldehyde dehydrogenase (EC 1.2.1.3)",PATRIC,"Pyruvate metabolism","Aldehyde dehydrogenase (NAD(+))"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2123,,,,"N-acetylglucosaminyltransferase (EC 2.4.1.-)",PATRIC,"Glycosphingolipid biosynthesis - lacto and neolacto series","Hexosyltransferases"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1188,,,,"N-acetylglucosaminyltransferase (EC 2.4.1.-)",PATRIC,"Glycosphingolipid biosynthesis - lacto and neolacto series","Hexosyltransferases"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1579,,,,"Glucose-6-phosphate isomerase (EC 5.3.1.9)",PATRIC,"Glycolysis / Gluconeogenesis","Glucose-6-phosphate isomerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1865,,,,"Dihydroneopterin aldolase (EC 4.1.2.25)",PATRIC,"Folate biosynthesis","Dihydroneopterin aldolase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2271,,,,"Lipid-A-disaccharide synthase (EC 2.4.1.182)",PATRIC,"Lipopolysaccharide biosynthesis","Lipid-A-disaccharide synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.285,,,,"Lipid carrier : UDP-N-acetylgalactosaminyltransferase (EC 2.4.1.-)",PATRIC,"Lipopolysaccharide biosynthesis","Hexosyltransferases"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.889,,,,"Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)",PATRIC,"Purine metabolism","ATP diphosphatase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1824,,,,"Pyruvate kinase (EC 2.7.1.40)",PATRIC,"Purine metabolism","Pyruvate kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1345,,,,"Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)",PATRIC,"Folate biosynthesis","6,7-dihydropteridine reductase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1130,,,,"Fructose-bisphosphate aldolase class II (EC 4.1.2.13)",PATRIC,"Pentose phosphate pathway","Fructose-bisphosphate aldolase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.229,,,,"Pyruvate carboxylase (EC 6.4.1.1)",PATRIC,"Pyruvate metabolism","Pyruvate carboxylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1770,,,,"Porphobilinogen deaminase (EC 2.5.1.61)",PATRIC,"Porphyrin and chlorophyll metabolism","Hydroxymethylbilane synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.823,,,,"Diaminopimelate epimerase (EC 5.1.1.7)",PATRIC,"Lysine biosynthesis","Diaminopimelate epimerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.926,,,,"Dihydrolipoamide dehydrogenase (EC 1.8.1.4)",PATRIC,"Valine, leucine and isoleucine degradation","Dihydrolipoyl dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.607,,,,"Phosphoserine aminotransferase (EC 2.6.1.52)",PATRIC,"Methane metabolism","Phosphoserine transaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1934,,,,"Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)",PATRIC,"Pyrimidine metabolism","dUTP diphosphatase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2008,,,,"Cystathionine gamma-lyase (EC 4.4.1.1)",PATRIC,"Cysteine and methionine metabolism","Cystathionine gamma-lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.360,,,,"Alcohol dehydrogenase (EC 1.1.1.1)",PATRIC,"Fatty acid metabolism","Alcohol dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1407,,,,"Glutaminase (EC 3.5.1.2)",PATRIC,"Nitrogen metabolism","Glutaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1018,,,,"Butyryl-CoA dehydrogenase (EC 1.3.8.1)",PATRIC,"Butanoate metabolism","Short-chain acyl-CoA dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1662,,,,"Catalase-peroxidase KatG (EC 1.11.1.21)",PATRIC,"Methane metabolism","Catalase peroxidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1648,,,,"Glycyl-tRNA synthetase (EC 6.1.1.14)",PATRIC,"Aminoacyl-tRNA biosynthesis","Glycine--tRNA ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2266,,,,"Nitrilase (EC 3.5.5.7)",PATRIC,"Styrene degradation","Aliphatic nitrilase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1152,,,,"Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57) @ Aspartate aminotransferase (EC 2.6.1.1)",PATRIC,"Carbon fixation in photosynthetic organisms","Aspartate transaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2945,,,,"Alpha-acetolactate decarboxylase (EC 4.1.1.5)",PATRIC,"C5-Branched dibasic acid metabolism","Acetolactate decarboxylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2588,,,,"Serine acetyltransferase (EC 2.3.1.30)",PATRIC,"Cysteine and methionine metabolism","Serine O-acetyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.945,,,,"Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.617,,,,"Aspartokinase (EC 2.7.2.4) / Homoserine dehydrogenase (EC 1.1.1.3)",PATRIC,"Cysteine and methionine metabolism","Homoserine dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.596,,,,"Polyphosphate glucokinase (EC 2.7.1.63)",PATRIC,"Glycolysis / Gluconeogenesis","Polyphosphate--glucose phosphotransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2193,,,,"Uroporphyrinogen-III synthase (EC 4.2.1.75)",PATRIC,"Porphyrin and chlorophyll metabolism","Uroporphyrinogen-III synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1135,,,,"Serine--glyoxylate aminotransferase (EC 2.6.1.45)",PATRIC,"Glycine, serine and threonine metabolism","Serine--glyoxylate transaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.507,,,,"Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)",PATRIC,"Reductive carboxylate cycle (CO2 fixation)","Succinate--CoA ligase (ADP-forming)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.787,,,,"Glutamine synthetase type II, eukaryotic (EC 6.3.1.2)",PATRIC,"Nitrogen metabolism","Glutamate--ammonia ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1131,,,,"Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)",PATRIC,"Tetracycline biosynthesis","Acetyl-CoA carboxylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2775,,,,"Cytosol nonspecific dipeptidase (EC 3.4.13.18)",PATRIC,"Arginine and proline metabolism","Cytosol nonspecific dipeptidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.244,,,,"Phosphomannomutase (EC 5.4.2.8) / Phosphoglucosamine mutase (EC 5.4.2.10)",PATRIC,"Fructose and mannose metabolism","Phosphomannomutase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2154,,,,"Alginate lyase (EC 4.2.2.3)",PATRIC,"Fructose and mannose metabolism","Poly(beta-D-mannuronate) lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1593,,,,"1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)",PATRIC,"Arginine and proline metabolism","1-pyrroline-4-hydroxy-2-carboxylate deaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2141,,,,"4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)",PATRIC,"Pentose and glucuronate interconversions","2-dehydro-3-deoxy-phosphogluconate aldolase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.636,,,,"Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)",PATRIC,"Porphyrin and chlorophyll metabolism","Oxidoreductases"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.792,,,,"Adenylosuccinate synthetase (EC 6.3.4.4)",PATRIC,"Alanine, aspartate and glutamate metabolism","Adenylosuccinate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1881,,,,"DNA polymerase III delta prime subunit (EC 2.7.7.7)",PATRIC,"Purine metabolism","DNA-directed DNA polymerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2439,,,,"Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)",PATRIC,"Citrate cycle (TCA cycle)","Dihydrolipoyllysine-residue acetyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1035,,,,"Cysteinyl-tRNA synthetase (EC 6.1.1.16)",PATRIC,"Aminoacyl-tRNA biosynthesis","Cysteine--tRNA ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2127,,,,"N-formylkynurenine (Aryl-) formamidase (EC 3.5.1.9)",PATRIC,"Glyoxylate and dicarboxylate metabolism","Arylformamidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1304,,,,"Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)",PATRIC,"Butanoate metabolism","Short-chain acyl-CoA dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2535,,,,"Enolase (EC 4.2.1.11)",PATRIC,"Glycolysis / Gluconeogenesis","Phosphopyruvate hydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.976,,,,"Acetolactate synthase large subunit (EC 2.2.1.6)",PATRIC,"C5-Branched dibasic acid metabolism","Acetolactate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1339,,,,"Purine nucleoside phosphorylase (EC 2.4.2.1)",PATRIC,"Purine metabolism","Purine-nucleoside phosphorylase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.497,,,,"Histidinol-phosphate aminotransferase (EC 2.6.1.9)",PATRIC,"Tropane, piperidine and pyridine alkaloid biosynthesis","Histidinol-phosphate transaminase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2412,,,,"Argininosuccinate lyase (EC 4.3.2.1)",PATRIC,"Alanine, aspartate and glutamate metabolism","Argininosuccinate lyase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.231,,,,"3-ketoacyl-CoA thiolase [fadN-fadA-fadE operon] (EC 2.3.1.16)",PATRIC,"Geraniol degradation","Acetyl-CoA C-acyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.668,,,,"Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)",PATRIC,"Alanine, aspartate and glutamate metabolism","Carbamoyl-phosphate synthase (glutamine-hydrolyzing)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1448,,,,"Homoserine dehydrogenase (EC 1.1.1.3)",PATRIC,"Glycine, serine and threonine metabolism","Homoserine dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2142,,,,"2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)",PATRIC,"Pentose and glucuronate interconversions","2-dehydro-3-deoxygluconokinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1982,,,,"Aldehyde dehydrogenase B (EC 1.2.1.22)",PATRIC,"Pyruvate metabolism","Lactaldehyde dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.981,,,,"Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)",PATRIC,"Arginine and proline metabolism","Allophanate hydrolase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2299,,,,"Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)",PATRIC,"Oxidative phosphorylation","Cytochrome-c oxidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2088,,,,"Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)",PATRIC,"Citrate cycle (TCA cycle)","Phosphoenolpyruvate carboxykinase (ATP)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.885,,,,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)",PATRIC,"Folate biosynthesis","Aminodeoxychorismate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.825,,,,"NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)",PATRIC,"Glycolysis / Gluconeogenesis","Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.161,,,,"Serine hydroxymethyltransferase (EC 2.1.2.1)",PATRIC,"One carbon pool by folate","Glycine hydroxymethyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.977,,,,"Dihydroxy-acid dehydratase (EC 4.2.1.9)",PATRIC,"Valine, leucine and isoleucine biosynthesis","Dihydroxy-acid dehydratase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2569,,,,"UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)",PATRIC,"Peptidoglycan biosynthesis","UDP-N-acetylmuramate--L-alanine ligase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1568,,,,"Uridine kinase (EC 2.7.1.48)",PATRIC,"Drug metabolism - other enzymes","Uridine kinase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2880,,,,"Dihydrolipoamide dehydrogenase (EC 1.8.1.4)",PATRIC,"Glycine, serine and threonine metabolism","Dihydrolipoyl dehydrogenase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2452,,,,"Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)",PATRIC,"Glycine, serine and threonine metabolism","Glycine dehydrogenase (aminomethyl-transferring)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1175,,,,"Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)",PATRIC,"Alanine, aspartate and glutamate metabolism","Asparagine synthase (glutamine-hydrolyzing)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2597,,,,"Ribulose-phosphate 3-epimerase (EC 5.1.3.1)",PATRIC,"Pentose phosphate pathway","Ribulose-phosphate 3-epimerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2489,,,,"Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5)",PATRIC,"Pyrimidine metabolism","5'-nucleotidase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2978,,,,"Cystathionine beta-synthase (EC 4.2.1.22)",PATRIC,"Glycine, serine and threonine metabolism","Cystathionine beta-synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2568,,,,"UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)",PATRIC,"Peptidoglycan biosynthesis","Undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1626,,,,"8-amino-7-oxononanoate synthase (EC 2.3.1.47)",PATRIC,"Biotin metabolism","8-amino-7-oxononanoate synthase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.698,,,,"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)",PATRIC,"Purine metabolism","GMP synthase (glutamine-hydrolyzing)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1540,,,,"Glutamate racemase (EC 5.1.1.3)",PATRIC,"D-Glutamine and D-glutamate metabolism","Glutamate racemase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.2249,,,,"Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)",PATRIC,"Citrate cycle (TCA cycle)","Succinate dehydrogenase (quinone)"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1632,,,,"ATP synthase beta chain (EC 3.6.3.14)",PATRIC,"Oxidative phosphorylation","H(+)-transporting two-sector ATPase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.640,,,,"DNA polymerase III beta subunit (EC 2.7.7.7)",PATRIC,"Pyrimidine metabolism","DNA-directed DNA polymerase"
Dokdonia sp. MED134,CP009301,fig|313590.8.peg.1923,,,,"ATP synthase F0 sector subunit a (EC 3.6.3.14)",PATRIC,"Photosynthesis","H(+)-transporting two-sector ATPase"
