gene_id,cluster,product,subsystem,system,value
MED134_11356,C1,translation initiation factor IF-2,Unspecified,Unspecified,31960.11061861949
MED134_05109,C1,30S ribosomal protein S18,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],31901.143980138306
MED134_07711,C1,2-oxoglutarate dehydrogenase E1 component,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00785 Lipoic acid metabolism [PATH:dok00785]']","['09101 Carbohydrate metabolism', '09108 Metabolism of cofactors and vitamins']",30579.990430864957
MED134_09706,C4,choline dehydrogenase,Unspecified,Unspecified,30500.856204248634
MED134_10061,C1,sulfate permease,Unspecified,Unspecified,30317.31391019447
MED134_12446,C1,50S ribosomal protein L16,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],30299.891030543884
MED134_12546,C1,50S ribosomal protein L17,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],30069.5649595356
MED134_12981,C0,DNA gyrase subunit B,Unspecified,Unspecified,28342.92961914846
MED134_12486,C1,50S ribosomal protein L6,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],28202.3620496223
MED134_12421,C1,50S ribosomal protein L23,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],27969.157799691784
MED134_12471,C1,50S ribosomal protein L5,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],27955.878525519125
MED134_14141,C0,isocitrate dehydrogenase,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00480 Glutathione metabolism [PATH:dok00480]']","['09101 Carbohydrate metabolism', '09106 Metabolism of other amino acids']",27808.80514274254
MED134_11366,C1,cytochrome c,Unspecified,Unspecified,27431.400913069534
MED134_12456,C1,30S ribosomal protein S17,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],27431.22139328147
MED134_08401,C1,"50S ribosomal protein L25, Ctc-form",['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],27412.392226767857
MED134_12271,C3,hypothetical protein,Unspecified,Unspecified,27273.217943142117
MED134_11401,C4,"cytochrome c oxidase, subunit II",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],27163.48483286031
MED134_05359,C4,ATP-dependent Clp protease,Unspecified,Unspecified,26681.033682007434
MED134_12496,C1,30S ribosomal protein S5,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],26643.121067980228
MED134_12436,C1,50S ribosomal protein L22,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],25481.8459820263
MED134_12466,C1,50S ribosomal protein L24,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],25434.154827924387
MED134_07546,C1,FKBP-type peptidyl-prolyl cis-transisomerase,Unspecified,Unspecified,24690.276582843013
MED134_03419,C1,hypothetical protein,Unspecified,Unspecified,24440.390562897686
MED134_12411,C1,50S ribosomal protein L3,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],23791.997446523725
MED134_11165,C0,ribonucleoside-diphosphate reductase small chain,"['00230 Purine metabolism [PATH:dok00230]', '00240 Pyrimidine metabolism [PATH:dok00240]']","['09104 Nucleotide metabolism', '09104 Nucleotide metabolism']",23539.652004286796
MED134_01890,C1,hypothetical protein,Unspecified,Unspecified,23495.165860595287
MED134_02245,C1,50S ribosomal protein L28,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],23254.29525403786
MED134_12481,C1,30S ribosomal protein S8,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],23254.21992099665
MED134_12576,C1,citrate synthase,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",22754.94739569808
MED134_13701,C1,"succinyl-CoA synthetase, beta subunit","['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00640 Propanoate metabolism [PATH:dok00640]', '00660 C5-Branched dibasic acid metabolism [PATH:dok00660]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",22707.114697247365
MED134_05989,C4,nucleotide sugar dehydrogenase,"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism', '09132 Signal transduction']",22468.782000676816
MED134_11386,C4,cytochrome c1,Unspecified,Unspecified,22302.56023590557
MED134_12431,C1,30S ribosomal protein S19,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],22164.961458783386
MED134_08066,C1,glutamine-fructose-6-phosphate transaminase (isomerizing),"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism']",20859.732696966777
MED134_12246,C3,hypothetical protein,Unspecified,Unspecified,20617.33847667872
MED134_01655,C1,30S ribosomal protein S15,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],19808.44650715981
MED134_09621,C3,hypothetical protein,Unspecified,Unspecified,19685.415387268768
MED134_02820,C1,dihydrolipoyl dehydrogenase,"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00640 Propanoate metabolism [PATH:dok00640]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00310 Lysine degradation [PATH:dok00310]', '00380 Tryptophan metabolism [PATH:dok00380]', '00785 Lipoic acid metabolism [PATH:dok00785]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",19650.087111235553
MED134_05994,C4,UDP-N-acetylglucosamine 2-epimerase,"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism', '09132 Signal transduction']",19590.279415022676
MED134_04199,C2,"DNA polymerase III, beta subunit","['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",19542.22482940441
MED134_01385,C1,hypothetical protein,Unspecified,Unspecified,19415.223709965678
MED134_04769,C1,hypothetical protein,Unspecified,Unspecified,18780.94917798655
MED134_11050,C1,FeS assembly protein SufB,Unspecified,Unspecified,18526.128636792026
MED134_03484,C4,glutamate-ammonia ligase,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00910 Nitrogen metabolism [PATH:dok00910]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00220 Arginine biosynthesis [PATH:dok00220]', '02020 Two-component system [PATH:dok02020]']","['09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09132 Signal transduction']",18261.01905953751
MED134_01005,C1,translation initiation factor IF-3,Unspecified,Unspecified,17710.517342859734
MED134_04959,C0,"preprotein translocase, YajC subunit","['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",17598.689671497195
MED134_09101,C0,superoxide dismutase,Unspecified,Unspecified,17395.851168624024
MED134_14156,C1,prolyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],17318.074230314636
MED134_11636,C1,alanyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],17267.449253744362
MED134_04259,C1,phenylalanyl-tRNA synthetase beta chain,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],17254.825169663614
MED134_15519,C1,hypothetical protein,Unspecified,Unspecified,16875.86694897082
MED134_05219,C0,TonB dependent/ligand-gated channel,Unspecified,Unspecified,16746.647728035132
MED134_12406,C1,30S ribosomal protein S10,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],16689.024108774986
MED134_12451,C1,50S ribosomal protein L29,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],16650.93385567353
MED134_01760,C0,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Unspecified,Unspecified,16246.12668422162
MED134_05279,C2,hypothetical protein,Unspecified,Unspecified,15782.46882636301
MED134_12491,C1,50S ribosomal protein L18,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],15412.536575309743
MED134_11381,C4,hypothetical protein,Unspecified,Unspecified,15359.447140400855
MED134_04069,C1,"carbamoyl-phosphate synthase, large subunit","['00240 Pyrimidine metabolism [PATH:dok00240]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",15225.236527035271
MED134_05434,C1,phosphoribosylformylglycinamidine synthase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],15171.226350763976
MED134_11516,C4,hypothetical protein,Unspecified,Unspecified,14993.241993859985
MED134_00820,C1,hypothetical protein,Unspecified,Unspecified,14743.35862362371
MED134_12476,C1,30S ribosomal protein S14,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],14660.401028226968
MED134_13806,C4,GTP-binding elongation factor family protein TypA/BipA,Unspecified,Unspecified,14360.350123910692
MED134_12681,C4,alpha/beta hydrolase,Unspecified,Unspecified,14249.835502856507
MED134_14411,C1,IMP dehydrogenase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],14211.531691797793
MED134_08006,C2,biotin synthase,['00780 Biotin metabolism [PATH:dok00780]'],['09108 Metabolism of cofactors and vitamins'],13992.634346643106
MED134_01450,C4,valine-tRNA ligase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],13911.235594500125
MED134_03065,C1,hypothetical protein,Unspecified,Unspecified,13899.095202326607
MED134_01255,C4,hypothetical protein,Unspecified,Unspecified,13850.705615238327
MED134_14692,C1,transcription termination factor Rho,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",13781.345922763732
MED134_09996,C0,large-conductance mechanosensitive channel,Unspecified,Unspecified,13578.51221485393
MED134_08071,C1,hypothetical protein,Unspecified,Unspecified,13526.92052549205
MED134_05514,C4,cold shock domain protein CspD,Unspecified,Unspecified,13485.396675638669
MED134_08146,C4,glycyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],13421.309462126537
MED134_10056,C1,carbonic anhydrase,['00910 Nitrogen metabolism [PATH:dok00910]'],['09102 Energy metabolism'],13343.02403650172
MED134_04754,C0,DNA topoisomerase IV subunit A,Unspecified,Unspecified,13328.51915461674
MED134_01135,C2,TCP-1/cpn60 chaperonin family protein,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",13292.845496559243
MED134_01545,C4,hypothetical protein,Unspecified,Unspecified,13286.99002225478
MED134_09356,C4,hypothetical protein,Unspecified,Unspecified,13264.23219679729
MED134_12556,C0,carbamoyl-phosphate synthase small chain,"['00240 Pyrimidine metabolism [PATH:dok00240]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",12968.069377340551
MED134_01520,C3,acetyl-CoA carboxylase carboxyl transferase subunit alpha,"['00620 Pyruvate metabolism [PATH:dok00620]', '00640 Propanoate metabolism [PATH:dok00640]', '00061 Fatty acid biosynthesis [PATH:dok00061]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09103 Lipid metabolism']",12955.678100636258
MED134_00585,C1,GTP-binding protein LepA,Unspecified,Unspecified,12864.650638711102
MED134_09711,C4,hypothetical protein,Unspecified,Unspecified,12780.236852431808
MED134_08406,C1,ribose-phosphate pyrophosphokinase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00230 Purine metabolism [PATH:dok00230]']","['09101 Carbohydrate metabolism', '09104 Nucleotide metabolism']",12725.300475461223
MED134_07536,C1,ATP-dependent Clp protease ATP-binding subunit,Unspecified,Unspecified,12620.850505096563
MED134_01425,C4,"AAA-metalloprotease FtsH, with ATPase domain",Unspecified,Unspecified,12605.15420020821
MED134_11836,C1,lysyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],12541.975293964842
MED134_09766,C0,hypothetical protein,Unspecified,Unspecified,12497.385577766818
MED134_17896,C1,8-amino-7-oxononanoate synthase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]']",['09105 Amino acid metabolism'],12316.798034580734
MED134_03724,C0,putative iron-sulfur-binding reductase,Unspecified,Unspecified,12247.259596529662
MED134_11035,C4,FeS assembly ATPase SufC,Unspecified,Unspecified,12237.387742335346
MED134_10865,C1,aspartyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],12217.032402844647
MED134_06129,C1,cold shock domain protein CspD,Unspecified,Unspecified,12088.248776842978
MED134_08076,C1,glycogen synthase,['00500 Starch and sucrose metabolism [PATH:dok00500]'],['09101 Carbohydrate metabolism'],11828.478902066474
MED134_12746,C0,cell division protein FtsZ,Unspecified,Unspecified,11668.588759858058
MED134_14091,C1,aminotransferase class-III,['00330 Arginine and proline metabolism [PATH:dok00330]'],['09105 Amino acid metabolism'],11625.42782173197
MED134_07541,C1,ATP-dependent Clp protease proteolytic subunit,Unspecified,Unspecified,11583.292148141796
MED134_09251,C1,glutaminyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],11307.441169488007
MED134_10036,C1,"phenylalanyl-tRNA synthetase, alpha subunit",['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],11267.791638863315
MED134_03429,C1,OmpA family protein,Unspecified,Unspecified,11208.489949005037
MED134_07636,C2,hypothetical protein,Unspecified,Unspecified,11132.700466893555
MED134_00500,C1,inner membrane transporter,Unspecified,Unspecified,11052.58303931163
MED134_04329,C0,TonB dependent/ligand-gated channel,Unspecified,Unspecified,11019.354669017983
MED134_00555,C0,DNA-directed DNA polymerase,"['03030 DNA replication [PATH:dok03030]', '03410 Base excision repair [PATH:dok03410]', '03420 Nucleotide excision repair [PATH:dok03420]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",10986.149650177631
MED134_11896,C0,HD superfamily phosphohydrolase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",10774.380436795334
MED134_13101,C1,hypothetical protein,Unspecified,Unspecified,10610.38628549101
MED134_11796,C1,hypothetical protein,Unspecified,Unspecified,10227.00193386868
MED134_09221,C1,ribonuclease R,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",10181.643631622253
MED134_11351,C1,transcription elongation protein NusA,Unspecified,Unspecified,10177.277698882039
MED134_09441,C2,phosphoribosylamine-glycine ligase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],10102.054517219083
MED134_06549,C1,peptidylprolyl isomerase,Unspecified,Unspecified,10062.153281735318
MED134_07144,C1,cytochrome c assembly protein,Unspecified,Unspecified,10059.123518690008
MED134_14216,C2,UDP-N-acetylglucosamine1- carboxyvinyltransferase,"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00550 Peptidoglycan biosynthesis [PATH:dok00550]']","['09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",9959.939237772265
MED134_00865,C1,oligopeptide transporter,Unspecified,Unspecified,9941.800936774045
MED134_09156,C0,peptidase families S8 and S53,Unspecified,Unspecified,9897.527832991904
MED134_09091,C1,PfkB family carbohydrate kinase,Unspecified,Unspecified,9874.382363178593
MED134_03659,C0,UvrD/REP helicase,"['03420 Nucleotide excision repair [PATH:dok03420]', '03430 Mismatch repair [PATH:dok03430]']","['09124 Replication and repair', '09124 Replication and repair']",9855.025774182424
MED134_12616,C4,aminotransferase class I and II,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00220 Arginine biosynthesis [PATH:dok00220]', '00330 Arginine and proline metabolism [PATH:dok00330]', '00350 Tyrosine metabolism [PATH:dok00350]', '00360 Phenylalanine metabolism [PATH:dok00360]', '00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '00401 Novobiocin biosynthesis [PATH:dok00401]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",9848.445225516083
MED134_03559,C1,peptide chain release factor 1,Unspecified,Unspecified,9797.598996516457
MED134_08271,C1,hypothetical protein,Unspecified,Unspecified,9547.667442443604
MED134_06494,C0,DNA polymerase III subunit gamma/tau,"['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",9510.714070500091
MED134_05934,C0,polysaccharide biosynthesis protein,Unspecified,Unspecified,9391.221369962877
MED134_05214,C0,outer membrane protein,Unspecified,Unspecified,9250.606719617277
MED134_05939,C4,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Unspecified,Unspecified,8995.922771261932
MED134_09321,C4,phosphoglycerate kinase,['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]'],['09101 Carbohydrate metabolism'],8945.141772218718
MED134_06589,C2,serine hydroxymethyltransferase,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00680 Methane metabolism [PATH:dok00680]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00460 Cyanoamino acid metabolism [PATH:dok00460]', '00670 One carbon pool by folate [PATH:dok00670]']","['09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism', '09106 Metabolism of other amino acids', '09108 Metabolism of cofactors and vitamins']",8943.131269333371
MED134_00510,C0,ribosome recycling factor,Unspecified,Unspecified,8835.548061179808
MED134_02110,C1,"DNA-directed RNA polymerase, omega subunit",Unspecified,Unspecified,8792.632626997332
MED134_01460,C0,aminotransferase class I and II,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00270 Cysteine and methionine metabolism [PATH:dok00270]', '00220 Arginine biosynthesis [PATH:dok00220]', '00330 Arginine and proline metabolism [PATH:dok00330]', '00350 Tyrosine metabolism [PATH:dok00350]', '00360 Phenylalanine metabolism [PATH:dok00360]', '00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '00401 Novobiocin biosynthesis [PATH:dok00401]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",8781.713073620895
MED134_11045,C1,metallo-beta-lactamase superfamily protein,['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],8741.831819690171
MED134_07299,C4,aminomethyltransferase,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00785 Lipoic acid metabolism [PATH:dok00785]', '00670 One carbon pool by folate [PATH:dok00670]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins', '09108 Metabolism of cofactors and vitamins']",8665.159656553074
MED134_05404,C1,"excinuclease ABC, A subunit",['03420 Nucleotide excision repair [PATH:dok03420]'],['09124 Replication and repair'],8530.324541867863
MED134_04749,C0,DNA topoisomerase IV subunit B,Unspecified,Unspecified,8522.98091081011
MED134_13116,C1,transketolase-like protein,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],8235.554152840512
MED134_00515,C2,uridylate kinase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],8214.156716255377
MED134_06594,C4,fumarylacetoacetase,"['00350 Tyrosine metabolism [PATH:dok00350]', '00643 Styrene degradation [PATH:dok00643]']","['09105 Amino acid metabolism', '09111 Xenobiotics biodegradation and metabolism']",8164.957611686553
MED134_14426,C1,60 KD inner membrane protein,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",8008.812302931587
MED134_08896,C2,penicillin-binding protein 1A,"['00550 Peptidoglycan biosynthesis [PATH:dok00550]', '01501 beta-Lactam resistance [PATH:dok01501]']","['09107 Glycan biosynthesis and metabolism', '09175 Drug resistance: antimicrobial']",7937.238725789364
MED134_02520,C1,X-Pro dipeptidyl-peptidase (S15 family),Unspecified,Unspecified,7919.499355656062
MED134_08011,C1,beta-ketoacyl-acyl-carrier-protein synthase II,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00780 Biotin metabolism [PATH:dok00780]']","['09103 Lipid metabolism', '09108 Metabolism of cofactors and vitamins']",7716.721467957061
MED134_12646,C2,DNA primase,['03030 DNA replication [PATH:dok03030]'],['09124 Replication and repair'],7688.235175659842
MED134_05959,C3,glycosyl transferases group 1,Unspecified,Unspecified,7656.7916715884185
MED134_03684,C0,OmpA family protein,"['02030 Bacterial chemotaxis [PATH:dok02030]', '02040 Flagellar assembly [PATH:dok02040]']","['09142 Cell motility', '09142 Cell motility']",7656.418041725799
MED134_13111,C1,transketolase-like protein,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],7641.920830781129
MED134_01430,C4,hypothetical protein,Unspecified,Unspecified,7634.848303387718
MED134_09281,C4,glutamyl-tRNA synthetase,"['00860 Porphyrin metabolism [PATH:dok00860]', '00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]']","['09108 Metabolism of cofactors and vitamins', '09122 Translation']",7615.132126707858
MED134_14166,C0,outer membrane protein transport protein (OMPP1/FadL/TodX),Unspecified,Unspecified,7558.067919915571
MED134_14226,C1,6-phosphogluconate dehydrogenase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00480 Glutathione metabolism [PATH:dok00480]']","['09101 Carbohydrate metabolism', '09106 Metabolism of other amino acids']",7449.607655145672
MED134_10106,C0,MoxR-like ATPase,Unspecified,Unspecified,7407.625136101951
MED134_04374,C0,hypothetical protein,Unspecified,Unspecified,7407.0871591934865
MED134_01870,C1,arginine-tRNA ligase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],7299.907956685711
MED134_03045,C0,hypothetical protein,Unspecified,Unspecified,7182.724499323111
MED134_06569,C1,outer membrane protein (OmpH-like),Unspecified,Unspecified,7129.383710589442
MED134_07446,C4,putative copper/silver resistance-related permease,Unspecified,Unspecified,7093.792206766217
MED134_08926,C1,hypothetical protein,Unspecified,Unspecified,7076.221322657507
