gene_id,cluster,product,subsystem,system,value
MED134_10061,C1,sulfate permease,Unspecified,Unspecified,30317.31391019447
MED134_12446,C1,50S ribosomal protein L16,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],30299.891030543884
MED134_12546,C1,50S ribosomal protein L17,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],30069.5649595356
MED134_12486,C1,50S ribosomal protein L6,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],28202.3620496223
MED134_12421,C1,50S ribosomal protein L23,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],27969.157799691784
MED134_12471,C1,50S ribosomal protein L5,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],27955.878525519125
MED134_11366,C1,cytochrome c,Unspecified,Unspecified,27431.400913069534
MED134_12456,C1,30S ribosomal protein S17,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],27431.22139328147
MED134_08401,C1,"50S ribosomal protein L25, Ctc-form",['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],27412.392226767857
MED134_12496,C1,30S ribosomal protein S5,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],26643.121067980228
MED134_12436,C1,50S ribosomal protein L22,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],25481.8459820263
MED134_12466,C1,50S ribosomal protein L24,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],25434.154827924387
MED134_07546,C1,FKBP-type peptidyl-prolyl cis-transisomerase,Unspecified,Unspecified,24690.276582843013
MED134_03419,C1,hypothetical protein,Unspecified,Unspecified,24440.390562897686
MED134_12411,C1,50S ribosomal protein L3,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],23791.997446523725
MED134_01890,C1,hypothetical protein,Unspecified,Unspecified,23495.165860595287
MED134_02245,C1,50S ribosomal protein L28,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],23254.29525403786
MED134_12481,C1,30S ribosomal protein S8,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],23254.21992099665
MED134_12576,C1,citrate synthase,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",22754.94739569808
MED134_13701,C1,"succinyl-CoA synthetase, beta subunit","['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00640 Propanoate metabolism [PATH:dok00640]', '00660 C5-Branched dibasic acid metabolism [PATH:dok00660]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",22707.114697247365
MED134_12431,C1,30S ribosomal protein S19,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],22164.961458783386
MED134_08066,C1,glutamine-fructose-6-phosphate transaminase (isomerizing),"['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism']",20859.732696966777
MED134_01655,C1,30S ribosomal protein S15,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],19808.44650715981
MED134_02820,C1,dihydrolipoyl dehydrogenase,"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00640 Propanoate metabolism [PATH:dok00640]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00310 Lysine degradation [PATH:dok00310]', '00380 Tryptophan metabolism [PATH:dok00380]', '00785 Lipoic acid metabolism [PATH:dok00785]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",19650.087111235553
MED134_01385,C1,hypothetical protein,Unspecified,Unspecified,19415.223709965678
MED134_04769,C1,hypothetical protein,Unspecified,Unspecified,18780.94917798655
MED134_11050,C1,FeS assembly protein SufB,Unspecified,Unspecified,18526.128636792026
MED134_01005,C1,translation initiation factor IF-3,Unspecified,Unspecified,17710.517342859734
MED134_14156,C1,prolyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],17318.074230314636
MED134_11636,C1,alanyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],17267.449253744362
MED134_04259,C1,phenylalanyl-tRNA synthetase beta chain,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],17254.825169663614
MED134_15519,C1,hypothetical protein,Unspecified,Unspecified,16875.86694897082
MED134_12406,C1,30S ribosomal protein S10,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],16689.024108774986
MED134_12451,C1,50S ribosomal protein L29,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],16650.93385567353
MED134_12491,C1,50S ribosomal protein L18,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],15412.536575309743
MED134_04069,C1,"carbamoyl-phosphate synthase, large subunit","['00240 Pyrimidine metabolism [PATH:dok00240]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",15225.236527035271
MED134_05434,C1,phosphoribosylformylglycinamidine synthase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],15171.226350763976
MED134_00820,C1,hypothetical protein,Unspecified,Unspecified,14743.35862362371
MED134_12476,C1,30S ribosomal protein S14,['03010 Ribosome [PATH:dok03010]'],['09122 Translation'],14660.401028226968
MED134_14411,C1,IMP dehydrogenase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],14211.531691797793
MED134_03065,C1,hypothetical protein,Unspecified,Unspecified,13899.095202326607
MED134_14692,C1,transcription termination factor Rho,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",13781.345922763732
MED134_08071,C1,hypothetical protein,Unspecified,Unspecified,13526.92052549205
MED134_10056,C1,carbonic anhydrase,['00910 Nitrogen metabolism [PATH:dok00910]'],['09102 Energy metabolism'],13343.02403650172
MED134_00585,C1,GTP-binding protein LepA,Unspecified,Unspecified,12864.650638711102
MED134_08406,C1,ribose-phosphate pyrophosphokinase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00230 Purine metabolism [PATH:dok00230]']","['09101 Carbohydrate metabolism', '09104 Nucleotide metabolism']",12725.300475461223
MED134_07536,C1,ATP-dependent Clp protease ATP-binding subunit,Unspecified,Unspecified,12620.850505096563
MED134_11836,C1,lysyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],12541.975293964842
MED134_17896,C1,8-amino-7-oxononanoate synthase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]']",['09105 Amino acid metabolism'],12316.798034580734
MED134_10865,C1,aspartyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],12217.032402844647
MED134_06129,C1,cold shock domain protein CspD,Unspecified,Unspecified,12088.248776842978
MED134_08076,C1,glycogen synthase,['00500 Starch and sucrose metabolism [PATH:dok00500]'],['09101 Carbohydrate metabolism'],11828.478902066474
MED134_14091,C1,aminotransferase class-III,['00330 Arginine and proline metabolism [PATH:dok00330]'],['09105 Amino acid metabolism'],11625.42782173197
MED134_07541,C1,ATP-dependent Clp protease proteolytic subunit,Unspecified,Unspecified,11583.292148141796
MED134_09251,C1,glutaminyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],11307.441169488007
MED134_10036,C1,"phenylalanyl-tRNA synthetase, alpha subunit",['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],11267.791638863315
MED134_03429,C1,OmpA family protein,Unspecified,Unspecified,11208.489949005037
MED134_00500,C1,inner membrane transporter,Unspecified,Unspecified,11052.58303931163
MED134_13101,C1,hypothetical protein,Unspecified,Unspecified,10610.38628549101
MED134_11796,C1,hypothetical protein,Unspecified,Unspecified,10227.00193386868
MED134_09221,C1,ribonuclease R,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",10181.643631622253
MED134_11351,C1,transcription elongation protein NusA,Unspecified,Unspecified,10177.277698882039
MED134_06549,C1,peptidylprolyl isomerase,Unspecified,Unspecified,10062.153281735318
MED134_07144,C1,cytochrome c assembly protein,Unspecified,Unspecified,10059.123518690008
MED134_00865,C1,oligopeptide transporter,Unspecified,Unspecified,9941.800936774045
MED134_09091,C1,PfkB family carbohydrate kinase,Unspecified,Unspecified,9874.382363178593
MED134_03559,C1,peptide chain release factor 1,Unspecified,Unspecified,9797.598996516457
MED134_08271,C1,hypothetical protein,Unspecified,Unspecified,9547.667442443604
MED134_02110,C1,"DNA-directed RNA polymerase, omega subunit",Unspecified,Unspecified,8792.632626997332
MED134_11045,C1,metallo-beta-lactamase superfamily protein,['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],8741.831819690171
MED134_05404,C1,"excinuclease ABC, A subunit",['03420 Nucleotide excision repair [PATH:dok03420]'],['09124 Replication and repair'],8530.324541867863
MED134_13116,C1,transketolase-like protein,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],8235.554152840512
MED134_14426,C1,60 KD inner membrane protein,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",8008.812302931587
MED134_02520,C1,X-Pro dipeptidyl-peptidase (S15 family),Unspecified,Unspecified,7919.499355656062
MED134_08011,C1,beta-ketoacyl-acyl-carrier-protein synthase II,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00780 Biotin metabolism [PATH:dok00780]']","['09103 Lipid metabolism', '09108 Metabolism of cofactors and vitamins']",7716.721467957061
MED134_13111,C1,transketolase-like protein,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],7641.920830781129
MED134_14226,C1,6-phosphogluconate dehydrogenase,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00480 Glutathione metabolism [PATH:dok00480]']","['09101 Carbohydrate metabolism', '09106 Metabolism of other amino acids']",7449.607655145672
MED134_01870,C1,arginine-tRNA ligase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],7299.907956685711
MED134_06569,C1,outer membrane protein (OmpH-like),Unspecified,Unspecified,7129.383710589442
MED134_08926,C1,hypothetical protein,Unspecified,Unspecified,7076.221322657507
MED134_12191,C1,adenylate kinase,"['00230 Purine metabolism [PATH:dok00230]', '00730 Thiamine metabolism [PATH:dok00730]']","['09104 Nucleotide metabolism', '09108 Metabolism of cofactors and vitamins']",7064.306571822812
MED134_10920,C1,hypothetical protein,Unspecified,Unspecified,6938.082303780244
MED134_05999,C1,UDP-glucose 6-dehydrogenase,"['00040 Pentose and glucuronate interconversions [PATH:dok00040]', '00053 Ascorbate and aldarate metabolism [PATH:dok00053]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",6868.968419681365
MED134_07591,C1,undecaprenyl pyrophosphate synthetase,"['00550 Peptidoglycan biosynthesis [PATH:dok00550]', '00900 Terpenoid backbone biosynthesis [PATH:dok00900]']","['09107 Glycan biosynthesis and metabolism', '09109 Metabolism of terpenoids and polyketides']",6835.146059391094
MED134_07586,C1,hypothetical protein,Unspecified,Unspecified,6628.9164020882
MED134_03424,C1,hypothetical protein,Unspecified,Unspecified,6598.787099667153
MED134_14802,C1,peptide chain release factor RF-3,Unspecified,Unspecified,6538.264654594041
MED134_02285,C1,GTP cyclohydrolase I,['00790 Folate biosynthesis [PATH:dok00790]'],['09108 Metabolism of cofactors and vitamins'],6523.216376102157
MED134_12601,C1,hypothetical protein,Unspecified,Unspecified,6495.6059224875735
MED134_06544,C1,MoxR-like ATPase,Unspecified,Unspecified,6361.744130557464
MED134_07441,C1,outer membrane protein,Unspecified,Unspecified,6285.687775524506
MED134_08936,C1,tryptophanyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],6235.562638345795
MED134_08921,C1,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,6199.910644627673
MED134_04234,C1,transaldolase,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],6199.306851111614
MED134_07506,C1,GTP-binding protein EngA,Unspecified,Unspecified,6148.19346285976
MED134_13516,C1,hypothetical protein,Unspecified,Unspecified,5898.163447185997
MED134_03734,C1,hypothetical protein,Unspecified,Unspecified,5576.511871316682
MED134_06644,C1,putative copper/silver resistance-related permease,['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],5548.697547311689
MED134_03469,C1,ferric uptake regulator family protein,Unspecified,Unspecified,5521.458041206287
MED134_10016,C1,prolyl oligopeptidase,Unspecified,Unspecified,5499.847715759339
MED134_02500,C1,propionyl-CoA carboxylase beta chain,"['00280 Valine, leucine and isoleucine degradation [PATH:dok00280]']",['09105 Amino acid metabolism'],5412.006111867908
MED134_04849,C1,hypothetical protein,Unspecified,Unspecified,5300.254141707488
MED134_04429,C1,imidazole glycerol phosphate synthase subunit HisF,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],5278.30141781975
MED134_01505,C1,tRNA-guanine transglycosylase,Unspecified,Unspecified,5190.417427034014
MED134_03549,C1,phosphoribosylformylglycinamidine cyclo-ligase,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],5171.397237116031
MED134_11025,C1,cysteine desulfurase,['00450 Selenocompound metabolism [PATH:dok00450]'],['09106 Metabolism of other amino acids'],5144.981692443933
MED134_04194,C1,peptidase family M28,Unspecified,Unspecified,5099.288708200106
MED134_09341,C1,"twin arginine-targeting protein translocase, TatA/E family","['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]']","['09123 Folding, sorting and degradation', '09131 Membrane transport']",5093.772890409164
MED134_05054,C1,DEAD/DEAH box helicase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",5043.738670218414
MED134_11040,C1,hypothetical protein,Unspecified,Unspecified,5028.229853115379
MED134_04604,C1,hypothetical protein,Unspecified,Unspecified,5000.726096179755
MED134_04434,C1,histidine biosynthesis bifunctional protein HisIE,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],4967.875092209106
MED134_03564,C1,orotidine-5'-phosphate decarboxylase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],4927.132466311326
MED134_03859,C1,glycosyl transferase family 2,Unspecified,Unspecified,4919.8847864658965
MED134_14792,C1,cystathionine beta-synthase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",4864.020772264574
MED134_06874,C1,DNA adenine methylase,Unspecified,Unspecified,4833.012131369796
MED134_05449,C1,NOL1/NOP2/sun family protein,Unspecified,Unspecified,4801.398365510455
MED134_06449,C1,peptidase family M20/M25/M40,Unspecified,Unspecified,4699.099166264605
MED134_11346,C1,hypothetical protein,Unspecified,Unspecified,4639.498605462011
MED134_12196,C1,GTP-binding protein,Unspecified,Unspecified,4625.441569446826
MED134_12996,C1,signal recognition particle-docking protein FtsY,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",4610.116649497579
MED134_13011,C1,MiaB-like tRNA modifying enzyme YliG,Unspecified,Unspecified,4603.166791665588
MED134_11501,C1,protoheme IX farnesyltransferase,"['00190 Oxidative phosphorylation [PATH:dok00190]', '00860 Porphyrin metabolism [PATH:dok00860]']","['09102 Energy metabolism', '09108 Metabolism of cofactors and vitamins']",4539.800648649011
MED134_10461,C1,peptidase family M50,Unspecified,Unspecified,4485.9990720355145
MED134_08361,C1,magnesium ion transporter,Unspecified,Unspecified,4455.196213413482
MED134_05784,C1,cold shock domain protein CspD,Unspecified,Unspecified,4425.658137725923
MED134_09146,C1,cell volume regulation protein A,Unspecified,Unspecified,4417.331001745155
MED134_01390,C1,NIF3 (NGG1p interacting factor 3),Unspecified,Unspecified,4395.747875770008
MED134_00630,C1,pyridoxal phosphate biosynthetic protein PdxA,Unspecified,Unspecified,4357.624542915557
MED134_00140,C1,hypothetical protein,Unspecified,Unspecified,4318.064423093743
MED134_14717,C1,sulfate permease,Unspecified,Unspecified,4293.977388198064
MED134_06339,C1,hypothetical protein,Unspecified,Unspecified,4284.508270724543
MED134_12361,C1,SpoU rRNA methylase family protein,Unspecified,Unspecified,4239.995944767983
MED134_14341,C1,DEAD/DEAH box helicase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",4231.993947727527
MED134_05309,C1,hypothetical protein,Unspecified,Unspecified,4144.672598827028
MED134_03729,C1,hypothetical protein,Unspecified,Unspecified,4014.191141034363
MED134_01435,C1,phosphatidate cytidylyltransferase,['00564 Glycerophospholipid metabolism [PATH:dok00564]'],['09103 Lipid metabolism'],3949.4200910418067
MED134_11240,C1,pseudouridylate synthase,Unspecified,Unspecified,3878.48478799143
MED134_04944,C1,"ABC transporter, ATP-binding and permease protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],3837.8352637435955
MED134_02225,C1,"DNA polymerase III, epsilon subunit","['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",3819.104567074807
MED134_01420,C1,hypothetical protein,Unspecified,Unspecified,3763.5269214366526
MED134_11055,C1,scaffold protein for iron-sulfur cluster assembly,Unspecified,Unspecified,3741.100706478123
MED134_01220,C1,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,3725.5897654774203
MED134_03844,C1,lipid A export ATP-binding/permease protein MsbA,['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],3709.2686077893222
MED134_09876,C1,NAD dependent epimerase/dehydratase family protein,Unspecified,Unspecified,3697.9350787896387
MED134_14066,C1,putative RNA methylase family UPF0020,Unspecified,Unspecified,3682.644155614449
MED134_01695,C1,putative GTPase,['00730 Thiamine metabolism [PATH:dok00730]'],['09108 Metabolism of cofactors and vitamins'],3652.4472896687103
MED134_12596,C1,phosphoribosylglycinamide formyltransferase 2,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],3634.423178189169
MED134_05789,C1,peptidase family M13,Unspecified,Unspecified,3626.8767582671844
MED134_04179,C1,imidazolonepropionase,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],3581.626501486111
MED134_02170,C1,exonuclease family protein,"['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",3486.8488090779438
MED134_08036,C1,M61 glycyl aminopeptidase,Unspecified,Unspecified,3454.4625141671263
MED134_10750,C1,fructokinase,"['00051 Fructose and mannose metabolism [PATH:dok00051]', '00500 Starch and sucrose metabolism [PATH:dok00500]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",3439.1105175101766
MED134_12011,C1,L-serine deaminase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",3398.298813988833
MED134_14527,C1,calcineurin-like phosphoesterase,Unspecified,Unspecified,3367.0811526719363
MED134_00855,C1,hydroxymethylglutaryl-CoA reductase,['00900 Terpenoid backbone biosynthesis [PATH:dok00900]'],['09109 Metabolism of terpenoids and polyketides'],3335.8080675844967
MED134_13891,C1,hypothetical protein,Unspecified,Unspecified,3325.6543609077735
MED134_04854,C1,SPFH/band 7 family protein,Unspecified,Unspecified,3308.366441974216
MED134_14001,C1,hypothetical protein,Unspecified,Unspecified,3294.032105170598
MED134_08376,C1,hypothetical protein,Unspecified,Unspecified,3282.1319800568717
MED134_01895,C1,riboflavin synthase beta chain,['00740 Riboflavin metabolism [PATH:dok00740]'],['09108 Metabolism of cofactors and vitamins'],3198.4742076935054
MED134_00830,C1,hypothetical protein,Unspecified,Unspecified,3167.043933521114
MED134_09021,C1,ribosomal protein S6 modification protein,Unspecified,Unspecified,3159.747973039728
MED134_00600,C1,dihydrouridine synthase (Dus),Unspecified,Unspecified,3140.2437366319164
MED134_04184,C1,Cys/Met metabolism PLP-dependent enzyme,"['00270 Cysteine and methionine metabolism [PATH:dok00270]', '00450 Selenocompound metabolism [PATH:dok00450]']","['09105 Amino acid metabolism', '09106 Metabolism of other amino acids']",3099.721403357811
MED134_14767,C1,3-dehydroquinate synthase,"['00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]']",['09105 Amino acid metabolism'],3066.3407330863683
MED134_05444,C1,endonuclease I,Unspecified,Unspecified,3059.6964725341013
MED134_09211,C1,ribose 5-phosphate isomerase B,"['00030 Pentose phosphate pathway [PATH:dok00030]', '00051 Fructose and mannose metabolism [PATH:dok00051]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",3025.416226324889
MED134_07521,C1,hypothetical protein,Unspecified,Unspecified,2952.4036121315785
MED134_11601,C1,hypothetical protein,Unspecified,Unspecified,2896.1538148525688
MED134_12936,C1,kynureninase,['00380 Tryptophan metabolism [PATH:dok00380]'],['09105 Amino acid metabolism'],2879.106265785043
MED134_10321,C1,"saccharopine dehydrogenase (NADP+, L-glutamate forming)",Unspecified,Unspecified,2865.276414199045
MED134_08886,C1,"3-oxoacid CoA-transferase, B subunit","['00650 Butanoate metabolism [PATH:dok00650]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism']",2836.1465551260117
MED134_07666,C1,hypothetical protein,Unspecified,Unspecified,2827.05484385247
MED134_03689,C1,glycosyl transferase family 2,Unspecified,Unspecified,2812.937818301901
MED134_12351,C1,ATPase family associated with various cellular activities (AAA),Unspecified,Unspecified,2778.3908922643213
MED134_11245,C1,glycosyl transferase family 2,Unspecified,Unspecified,2776.301146772096
MED134_12926,C1,kynurenine 3-monooxygenase,['00380 Tryptophan metabolism [PATH:dok00380]'],['09105 Amino acid metabolism'],2773.089018321427
MED134_02780,C1,CAAX amino terminal protease family,Unspecified,Unspecified,2758.3847394920786
MED134_04804,C1,HD superfamily phosphohydrolase,Unspecified,Unspecified,2708.0810728304623
MED134_01800,C1,polyprenyl synthetase,['00900 Terpenoid backbone biosynthesis [PATH:dok00900]'],['09109 Metabolism of terpenoids and polyketides'],2707.436639339863
MED134_08366,C1,dimethyladenosine transferase,Unspecified,Unspecified,2661.124321792968
