gene_id,cluster,product,subsystem,system,value
MED134_08011,C6,beta-ketoacyl-acyl-carrier-protein synthase II,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00780 Biotin metabolism [PATH:dok00780]']","['09103 Lipid metabolism', '09108 Metabolism of cofactors and vitamins']",0.2473885031156007
MED134_10920,C6,hypothetical protein,Unspecified,Unspecified,0.21703934612491024
MED134_10446,C6,ferrous iron transport protein B,Unspecified,Unspecified,0.20494690377993546
MED134_08596,C6,methionyl-tRNA synthetase,"['00450 Selenocompound metabolism [PATH:dok00450]', '00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]']","['09106 Metabolism of other amino acids', '09122 Translation']",0.1962226910753055
MED134_12601,C6,hypothetical protein,Unspecified,Unspecified,0.18883784235403128
MED134_04434,C6,histidine biosynthesis bifunctional protein HisIE,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],0.17533675837283322
MED134_03469,C6,ferric uptake regulator family protein,Unspecified,Unspecified,0.16695150011608753
MED134_04994,C6,hypothetical protein,Unspecified,Unspecified,0.1590192385153243
MED134_08756,C6,hypothetical protein,Unspecified,Unspecified,0.15692711965060196
MED134_16360,C6,putative membrane protein,Unspecified,Unspecified,0.1417872659464712
MED134_08361,C6,magnesium ion transporter,Unspecified,Unspecified,0.13935962025885457
MED134_11501,C6,protoheme IX farnesyltransferase,"['00190 Oxidative phosphorylation [PATH:dok00190]', '00860 Porphyrin metabolism [PATH:dok00860]']","['09102 Energy metabolism', '09108 Metabolism of cofactors and vitamins']",0.13796076506942762
MED134_14096,C6,hypothetical protein,Unspecified,Unspecified,0.13170505992610304
MED134_10615,C6,peptidase family M20/M25/M40,Unspecified,Unspecified,0.13147938298997197
MED134_04349,C6,hypothetical protein,Unspecified,Unspecified,0.1201052654089651
MED134_13631,C6,N-acetylneuraminate synthase,['00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]'],['09101 Carbohydrate metabolism'],0.11861579763049994
MED134_09876,C6,NAD dependent epimerase/dehydratase family protein,Unspecified,Unspecified,0.11464246023255358
MED134_09516,C6,hypothetical protein,Unspecified,Unspecified,0.1134954835274599
MED134_12596,C6,phosphoribosylglycinamide formyltransferase 2,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],0.10394677892856577
MED134_02170,C6,exonuclease family protein,"['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",0.10074218428891775
MED134_00955,C6,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,0.0994335831515157
MED134_11716,C6,phenylacetic acid degradation protein paaN,['00360 Phenylalanine metabolism [PATH:dok00360]'],['09105 Amino acid metabolism'],0.09610386561829119
MED134_07354,C6,hypothetical protein,Unspecified,Unspecified,0.0957204770441142
MED134_04179,C6,imidazolonepropionase,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],0.09124729662336493
MED134_01895,C6,riboflavin synthase beta chain,['00740 Riboflavin metabolism [PATH:dok00740]'],['09108 Metabolism of cofactors and vitamins'],0.09102805450854416
MED134_08376,C6,hypothetical protein,Unspecified,Unspecified,0.08969034089080463
MED134_00830,C6,hypothetical protein,Unspecified,Unspecified,0.08927779593345848
MED134_07456,C6,outer membrane efflux protein,"['03070 Bacterial secretion system [PATH:dok03070]', '02020 Two-component system [PATH:dok02020]', '01501 beta-Lactam resistance [PATH:dok01501]', '01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]']","['09131 Membrane transport', '09132 Signal transduction', '09175 Drug resistance: antimicrobial', '09175 Drug resistance: antimicrobial']",0.08684916952979412
MED134_12936,C6,kynureninase,['00380 Tryptophan metabolism [PATH:dok00380]'],['09105 Amino acid metabolism'],0.08445996195829145
MED134_03639,C6,site-specific DNA-methyltransferase (adenine-specific),['03430 Mismatch repair [PATH:dok03430]'],['09124 Replication and repair'],0.0798305207978672
MED134_11561,C6,"ABC transporter, ATP-binding and permease protein",Unspecified,Unspecified,0.07666969796063292
MED134_11721,C6,enoyl-CoA hydratase/isomerase family protein,"['00280 Valine, leucine and isoleucine degradation [PATH:dok00280]']",['09105 Amino acid metabolism'],0.07454876881338723
MED134_08461,C6,general secretion pathway protein E,Unspecified,Unspecified,0.06874902384693038
MED134_11586,C6,glycoprotease family protein,Unspecified,Unspecified,0.06842927865157046
MED134_11666,C6,"phenylacetate-CoA oxygenase/reductase, PaaK subunit",['00360 Phenylalanine metabolism [PATH:dok00360]'],['09105 Amino acid metabolism'],0.06665087784965255
MED134_12886,C6,"serine protease, subtilase family",['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],0.06631293477707953
MED134_11706,C6,beta-ketoadipyl CoA thiolase,['00362 Benzoate degradation [PATH:dok00362]'],['09111 Xenobiotics biodegradation and metabolism'],0.058154781388267324
MED134_15751,C6,hypothetical protein,Unspecified,Unspecified,0.0548607003656576
MED134_11286,C6,glycosyl transferase family 2,Unspecified,Unspecified,0.05402229763581697
MED134_10416,C6,"ABC transporter, ATP-binding protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],0.04728232793459256
MED134_04074,C6,hypothetical protein,Unspecified,Unspecified,0.04725675042584986
MED134_02455,C6,heme oxygenase,Unspecified,Unspecified,0.046463785939185404
MED134_03509,C6,hypothetical protein,Unspecified,Unspecified,0.0457482942236649
MED134_06269,C6,peptidase family M28,Unspecified,Unspecified,0.04458273288757922
MED134_02095,C6,hypothetical protein,Unspecified,Unspecified,0.04328244690929941
MED134_14396,C6,vitamin K-dependent gamma-carboxylase,Unspecified,Unspecified,0.04249659110148174
MED134_05069,C6,putative SPOUT methyltransferase,Unspecified,Unspecified,0.04236964086667522
MED134_10256,C6,hypothetical protein,Unspecified,Unspecified,0.042065945662437786
MED134_08476,C6,IS1 transposase,Unspecified,Unspecified,0.04055338278478848
MED134_10406,C6,iron-dependent repressor,Unspecified,Unspecified,0.03989968230797639
MED134_13821,C6,hypothetical protein,Unspecified,Unspecified,0.03805619347624354
MED134_12931,C6,hypothetical protein,Unspecified,Unspecified,0.035704753539333056
MED134_06604,C6,major facilitator superfamily permease,Unspecified,Unspecified,0.03398694658134188
MED134_02505,C6,hypothetical protein,Unspecified,Unspecified,0.03374347510960702
MED134_05544,C6,hypothetical protein,Unspecified,Unspecified,0.033718370656633405
MED134_10825,C6,HI0933-like protein,Unspecified,Unspecified,0.03245234341565048
MED134_06564,C6,hypothetical protein,Unspecified,Unspecified,0.029228315508514704
MED134_13826,C6,DegT/DnrJ/EryC1/StrS aminotransferase family protein,Unspecified,Unspecified,0.02839245232972474
MED134_07154,C6,haloacid dehalogenase-like hydrolase,['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]'],['09107 Glycan biosynthesis and metabolism'],0.02771312775689763
MED134_02450,C6,two-component system response regulator,Unspecified,Unspecified,0.025667173310292175
MED134_11686,C6,"phenylacetate-CoA oxygenase, PaaJ subunit",['00360 Phenylalanine metabolism [PATH:dok00360]'],['09105 Amino acid metabolism'],0.0255928475188531
MED134_03599,C6,hypothetical protein,Unspecified,Unspecified,0.024869598361645918
MED134_10401,C6,TonB dependent/ligand-gated channel,Unspecified,Unspecified,0.02453239292098841
MED134_07516,C6,LysE type translocator,Unspecified,Unspecified,0.023741213680990473
MED134_10740,C6,two-component system response regulator,Unspecified,Unspecified,0.023640549308357482
MED134_09961,C6,recombination protein O,['03440 Homologous recombination [PATH:dok03440]'],['09124 Replication and repair'],0.023165977286263007
MED134_17819,C6,putative membrane protein,Unspecified,Unspecified,0.02311520376817176
MED134_00765,C6,hypothetical protein,Unspecified,Unspecified,0.022908236749853064
MED134_10136,C6,hypothetical protein,Unspecified,Unspecified,0.022737788559749998
MED134_02905,C6,hypothetical protein,Unspecified,Unspecified,0.022438454002051973
MED134_00595,C6,acyltransferase family protein,Unspecified,Unspecified,0.022170172254328192
MED134_03144,C6,diacylglycerol kinase,"['00561 Glycerolipid metabolism [PATH:dok00561]', '00564 Glycerophospholipid metabolism [PATH:dok00564]']","['09103 Lipid metabolism', '09103 Lipid metabolism']",0.021907827853661268
MED134_01875,C6,hypothetical protein,Unspecified,Unspecified,0.020923615953413594
MED134_04709,C6,methyltransferase,Unspecified,Unspecified,0.020595545319997702
MED134_11701,C6,phenylacetic acid degradation protein PaaD,['00360 Phenylalanine metabolism [PATH:dok00360]'],['09105 Amino acid metabolism'],0.016607821640570217
MED134_00760,C6,hypothetical protein,Unspecified,Unspecified,0.01650353052484728
MED134_12021,C6,hypothetical protein,Unspecified,Unspecified,0.014666956177309813
MED134_01250,C6,hypothetical protein,Unspecified,Unspecified,0.01444700235510735
MED134_14251,C6,glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein,['00620 Pyruvate metabolism [PATH:dok00620]'],['09101 Carbohydrate metabolism'],0.013619815350362925
MED134_04529,C6,gluconokinase,['00030 Pentose phosphate pathway [PATH:dok00030]'],['09101 Carbohydrate metabolism'],0.012409385452337088
MED134_02290,C6,"two-component system response regulator, LytR/AlgR family",Unspecified,Unspecified,0.011545272936868871
MED134_10565,C6,adenylate cyclase family protein,['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],0.011081496950936815
MED134_08751,C6,hypothetical protein,Unspecified,Unspecified,0.006780126423928446
MED134_12631,C6,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,0.005212677842052515
