gene_id,product,subsystem,system,value
MED134_09861,hypothetical protein,Unspecified,Unspecified,17544.283452959702
MED134_04114,hypothetical protein,Unspecified,Unspecified,16387.825337666312
MED134_11971,3-isopropylmalate dehydratase large subunit,"['00660 C5-Branched dibasic acid metabolism [PATH:dok00660]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism']",16231.958853062824
MED134_00310,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit D",Unspecified,Unspecified,16193.047888184165
MED134_11511,cytochrome c oxidase subunit III,['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],16140.362483464245
MED134_05969,zinc-binding dehydrogenase,Unspecified,Unspecified,16102.001413588108
MED134_00645,3-oxoacyl-[acyl-carrier-protein (ACP)] synthase III,['00061 Fatty acid biosynthesis [PATH:dok00061]'],['09103 Lipid metabolism'],15977.989039691289
MED134_03879,signal recognition 54 kDa protein,"['03060 Protein export [PATH:dok03060]', '03070 Bacterial secretion system [PATH:dok03070]', '02024 Quorum sensing [PATH:dok02024]']","['09123 Folding, sorting and degradation', '09131 Membrane transport', '09145 Cellular community - prokaryotes']",15808.001848171967
MED134_00930,sodium:proton antiporter,Unspecified,Unspecified,15698.784072945347
MED134_05924,capsular exopolysaccharide family protein,['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],15589.2112066018
MED134_07606,outer membrane protein (OmpH-like),Unspecified,Unspecified,15353.37726402084
MED134_13551,exopolysaccharide transport protein family,['02020 Two-component system [PATH:dok02020]'],['09132 Signal transduction'],15255.709675001248
MED134_09946,hypothetical protein,Unspecified,Unspecified,14891.165190997024
MED134_09556,"ATP synthase F1, gamma subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],14549.347284318803
MED134_03464,adenylosuccinate synthetase,"['00230 Purine metabolism [PATH:dok00230]', '00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]']","['09104 Nucleotide metabolism', '09105 Amino acid metabolism']",14190.653890093077
MED134_03020,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,14027.7245965301
MED134_10845,mevalonate kinase,['00900 Terpenoid backbone biosynthesis [PATH:dok00900]'],['09109 Metabolism of terpenoids and polyketides'],13804.23786412735
MED134_10311,hypothetical protein,Unspecified,Unspecified,13547.43952605272
MED134_09446,hypothetical protein,Unspecified,Unspecified,13322.13486200213
MED134_12971,malate dehydrogenase,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]', '00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00680 Methane metabolism [PATH:dok00680]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism', '09105 Amino acid metabolism']",13010.55789930955
MED134_01400,two-component system sensor histidine kinase/response regulator,Unspecified,Unspecified,13004.243451143062
MED134_11886,hypothetical protein,Unspecified,Unspecified,12984.207393711047
MED134_09536,"ATP synthase, C subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],12875.459857688502
MED134_00915,acyl-CoA dehydrogenase,Unspecified,Unspecified,12832.47789910371
MED134_11150,succinate dehydrogenase cytochrome b-556 subunit,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00650 Butanoate metabolism [PATH:dok00650]', '00190 Oxidative phosphorylation [PATH:dok00190]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09102 Energy metabolism']",12771.792321432826
MED134_11331,hypothetical protein,Unspecified,Unspecified,12658.173590653705
MED134_02565,dihydroxy-acid dehydratase,"['00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",12640.629690171063
MED134_01805,acetyl-CoA carboxylase carboxyl transferase subunit beta,"['00620 Pyruvate metabolism [PATH:dok00620]', '00640 Propanoate metabolism [PATH:dok00640]', '00061 Fatty acid biosynthesis [PATH:dok00061]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09103 Lipid metabolism']",12414.750594027784
MED134_10331,phosphoenolpyruvate carboxykinase (ATP),"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",12272.766815704508
MED134_08096,putative esterase,Unspecified,Unspecified,12092.922396249058
MED134_12871,RNA polymerase sigma-70 factor RpoD,['02040 Flagellar assembly [PATH:dok02040]'],['09142 Cell motility'],12003.476950412138
MED134_07124,insulinase (peptidase family M16),Unspecified,Unspecified,11943.232084301439
MED134_07139,"transcription regulator, LuxR/FixJ family",Unspecified,Unspecified,11940.056937172922
MED134_13396,hypothetical protein,Unspecified,Unspecified,11938.721232823451
MED134_10905,tyrosyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],11935.634984817007
MED134_09856,peptidase family M13,Unspecified,Unspecified,11842.806060754592
MED134_00260,hypothetical protein,Unspecified,Unspecified,11816.025330841747
MED134_06074,hypothetical protein,Unspecified,Unspecified,11645.219369819237
MED134_07134,fumarate hydratase class II,"['00020 Citrate cycle (TCA cycle) [PATH:dok00020]', '00620 Pyruvate metabolism [PATH:dok00620]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",11627.122650298601
MED134_02580,ketol-acid reductoisomerase,"['00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",11266.774692331794
MED134_14476,cystathionine beta-synthase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00270 Cysteine and methionine metabolism [PATH:dok00270]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",11206.853967836969
MED134_00405,branched-chain amino acid aminotransferase,"['00270 Cysteine and methionine metabolism [PATH:dok00270]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",11182.610786065026
MED134_01065,phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase,"['00230 Purine metabolism [PATH:dok00230]', '00670 One carbon pool by folate [PATH:dok00670]']","['09104 Nucleotide metabolism', '09108 Metabolism of cofactors and vitamins']",11159.768359849126
MED134_05014,hypothetical protein,Unspecified,Unspecified,11143.719732483663
MED134_03474,"GTP pyrophosphokinase, RelA/SpoT family",['00230 Purine metabolism [PATH:dok00230]'],['09104 Nucleotide metabolism'],10817.583742719382
MED134_08916,protein RecA,['03440 Homologous recombination [PATH:dok03440]'],['09124 Replication and repair'],10776.171791941051
MED134_00315,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit E",Unspecified,Unspecified,10673.371668222997
MED134_04814,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,"['00061 Fatty acid biosynthesis [PATH:dok00061]', '00540 Lipopolysaccharide biosynthesis [PATH:dok00540]']","['09103 Lipid metabolism', '09107 Glycan biosynthesis and metabolism']",10635.940838605617
MED134_09541,"ATP synthase, B subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],10504.552532268515
MED134_10805,hypothetical protein,Unspecified,Unspecified,10391.338823063617
MED134_00860,dipeptidyl aminopeptidase IV,Unspecified,Unspecified,10350.070486928162
MED134_02570,acetolactate synthase large subunit,"['00650 Butanoate metabolism [PATH:dok00650]', '00660 C5-Branched dibasic acid metabolism [PATH:dok00660]', '00290 Valine, leucine and isoleucine biosynthesis [PATH:dok00290]', '00770 Pantothenate and CoA biosynthesis [PATH:dok00770]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",10087.993924768673
MED134_09511,hypothetical protein,Unspecified,Unspecified,10055.513368715334
MED134_08701,hypothetical protein,Unspecified,Unspecified,10035.569523635455
MED134_00490,asparagine-tRNA ligase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],9945.62753358926
MED134_09546,"ATP synthase F1, delta subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],9919.626869573724
MED134_07676,"DNA polymerase III, alpha subunit","['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",9868.293224573259
MED134_08266,hypothetical protein,Unspecified,Unspecified,9643.175468029536
MED134_14046,M42 glutamyl aminopeptidase,Unspecified,Unspecified,9625.25613074239
MED134_09006,two-component system sensor histidine kinase,Unspecified,Unspecified,9461.108803777046
MED134_04824,translation elongation factor P (EF-P),Unspecified,Unspecified,9446.13261015146
MED134_16485,OmpA family protein,Unspecified,Unspecified,9274.979305728315
MED134_04244,"ABC transporter, ATP-binding protein",Unspecified,Unspecified,9055.870246744049
MED134_01360,RNA polymerase sigma-54 factor,"['02020 Two-component system [PATH:dok02020]', '02040 Flagellar assembly [PATH:dok02040]']","['09132 Signal transduction', '09142 Cell motility']",9007.834347072961
MED134_11891,hypothetical protein,Unspecified,Unspecified,8975.578152718186
MED134_03154,hypothetical protein,Unspecified,Unspecified,8903.818527664958
MED134_08906,hypothetical protein,Unspecified,Unspecified,8852.433056578282
MED134_04924,hypothetical protein,Unspecified,Unspecified,8671.494765421967
MED134_01455,hypothetical protein,Unspecified,Unspecified,8654.511177025088
MED134_00900,peptidase family S41,Unspecified,Unspecified,8434.822855885941
MED134_14386,hypothetical protein,Unspecified,Unspecified,8395.101757602992
MED134_01950,"ATPase, ParA family",Unspecified,Unspecified,8237.100949263517
MED134_02850,glycosyl hydrolase family 31,"['00052 Galactose metabolism [PATH:dok00052]', '00500 Starch and sucrose metabolism [PATH:dok00500]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism']",8233.997765179307
MED134_11446,NADP-dependent malate dehydrogenase/phosphate acetyltransferase,['00620 Pyruvate metabolism [PATH:dok00620]'],['09101 Carbohydrate metabolism'],8155.9359150972705
MED134_02155,two-component system response regulator,Unspecified,Unspecified,8149.861910006937
MED134_00790,TonB dependent/ligand-gated channel,Unspecified,Unspecified,8143.055384247142
MED134_06539,hypothetical protein,Unspecified,Unspecified,8124.930239179856
MED134_03964,peptidase family M49,Unspecified,Unspecified,8005.348869331201
MED134_01795,hypothetical protein,Unspecified,Unspecified,7921.016961921587
MED134_13796,nucleoside-diphosphate kinase,"['00230 Purine metabolism [PATH:dok00230]', '00240 Pyrimidine metabolism [PATH:dok00240]']","['09104 Nucleotide metabolism', '09104 Nucleotide metabolism']",7914.000448360678
MED134_08056,"ATP synthase, delta/epsilon subunit",['00190 Oxidative phosphorylation [PATH:dok00190]'],['09102 Energy metabolism'],7854.794207773629
MED134_03929,hypothetical protein,Unspecified,Unspecified,7578.623765615746
MED134_01060,rod shape-determining protein MreB,Unspecified,Unspecified,7553.730779252856
MED134_03739,putative iron-sulfur-binding reductase,['00680 Methane metabolism [PATH:dok00680]'],['09102 Energy metabolism'],7515.850117143199
MED134_01930,signal peptidase I,['03060 Protein export [PATH:dok03060]'],"['09123 Folding, sorting and degradation']",7347.542981001136
MED134_00650,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,"['00620 Pyruvate metabolism [PATH:dok00620]', '00640 Propanoate metabolism [PATH:dok00640]', '00061 Fatty acid biosynthesis [PATH:dok00061]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09103 Lipid metabolism']",7333.740310654414
MED134_03939,hypothetical protein,Unspecified,Unspecified,7324.236102538968
MED134_04319,carbohydrate kinase,Unspecified,Unspecified,7283.940374369808
MED134_00925,Glu/Leu/Phe/Val dehydrogenase family protein,Unspecified,Unspecified,7007.308772300123
MED134_08781,glutamyl-tRNA reductase,['00860 Porphyrin metabolism [PATH:dok00860]'],['09108 Metabolism of cofactors and vitamins'],7003.519588609123
MED134_06234,acetyl-CoA C-acyltransferase,"['00071 Fatty acid degradation [PATH:dok00071]', '00592 alpha-Linolenic acid metabolism [PATH:dok00592]', '00280 Valine, leucine and isoleucine degradation [PATH:dok00280]', '00907 Pinene, camphor and geraniol degradation [PATH:dok00907]', '00362 Benzoate degradation [PATH:dok00362]']","['09103 Lipid metabolism', '09103 Lipid metabolism', '09105 Amino acid metabolism', '09109 Metabolism of terpenoids and polyketides', '09111 Xenobiotics biodegradation and metabolism']",6996.268097039259
MED134_08876,"ABC transporter, ATP-binding protein",['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],6986.809278620285
MED134_03784,C4-dicarboxylate transport protein 2,Unspecified,Unspecified,6977.949052133117
MED134_04939,hypothetical protein,Unspecified,Unspecified,6888.431016675888
MED134_03439,hypothetical protein,Unspecified,Unspecified,6883.2817284436605
MED134_04819,acyl-[acyl-carrier-protein]-UDP-N- acetylglucosamine O-acyltransferase,"['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]', '01503 Cationic antimicrobial peptide (CAMP) resistance [PATH:dok01503]']","['09107 Glycan biosynthesis and metabolism', '09175 Drug resistance: antimicrobial']",6807.963586318015
MED134_14211,hypothetical protein,Unspecified,Unspecified,6797.822765506188
MED134_01970,pyridine nucleotide-disulfide oxidoreductase,['00450 Selenocompound metabolism [PATH:dok00450]'],['09106 Metabolism of other amino acids'],6749.392591871684
MED134_11461,glycine cleavage system H protein,"['00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630]', '00260 Glycine, serine and threonine metabolism [PATH:dok00260]', '00785 Lipoic acid metabolism [PATH:dok00785]']","['09101 Carbohydrate metabolism', '09105 Amino acid metabolism', '09108 Metabolism of cofactors and vitamins']",6729.410201567135
MED134_04869,type VI secretion system OmpA/MotB family protein,Unspecified,Unspecified,6653.320455664036
MED134_03849,phosphoglucomutase/phosphomannomutase,"['00010 Glycolysis / Gluconeogenesis [PATH:dok00010]', '00030 Pentose phosphate pathway [PATH:dok00030]', '00052 Galactose metabolism [PATH:dok00052]', '00500 Starch and sucrose metabolism [PATH:dok00500]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00230 Purine metabolism [PATH:dok00230]', '00521 Streptomycin biosynthesis [PATH:dok00521]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09104 Nucleotide metabolism', '09110 Biosynthesis of other secondary metabolites']",6614.043497271405
MED134_08251,hypothetical protein,Unspecified,Unspecified,6541.642490378007
MED134_00935,MotA/TolQ/ExbB proton channel family protein,Unspecified,Unspecified,6541.246689225367
MED134_06089,phosphoenolpyruvate carboxylase,"['00620 Pyruvate metabolism [PATH:dok00620]', '00680 Methane metabolism [PATH:dok00680]']","['09101 Carbohydrate metabolism', '09102 Energy metabolism']",6427.185057709116
MED134_09966,TonB dependent/ligand-gated channel,Unspecified,Unspecified,6419.422176212573
MED134_04879,histidinol dehydrogenase,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],6407.278937358622
MED134_03719,"ABC transporter, periplasmic binding protein",['02010 ABC transporters [PATH:dok02010]'],['09131 Membrane transport'],6389.463953246253
MED134_02800,Xaa-Pro aminopeptidase,Unspecified,Unspecified,6363.0815957352415
MED134_04599,histidyl-tRNA synthetase,['00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]'],['09122 Translation'],6343.736185115504
MED134_04809,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]'],['09107 Glycan biosynthesis and metabolism'],6305.715286130705
MED134_06384,polyphosphate kinase,"['00190 Oxidative phosphorylation [PATH:dok00190]', '03018 RNA degradation [PATH:dok03018]']","['09102 Energy metabolism', '09123 Folding, sorting and degradation']",6270.499890334993
MED134_13626,cytidylyltransferase family protein,Unspecified,Unspecified,6234.1065059228085
MED134_08836,transmembrane CBS domain transporter,Unspecified,Unspecified,6225.193546850203
MED134_07184,PIG-L family protein,Unspecified,Unspecified,6201.1772221022975
MED134_11476,periplasmic protein TonB,Unspecified,Unspecified,6179.559604883727
MED134_14356,tRNA nucleotidyltransferase (CCA-adding enzyme),['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",6117.182927237562
MED134_05079,YihY family protein,Unspecified,Unspecified,6109.909206886896
MED134_04304,amidohydrolase family protein,Unspecified,Unspecified,6090.898355137189
MED134_06309,hypothetical protein,Unspecified,Unspecified,5938.4205590067095
MED134_13306,TldD protein,Unspecified,Unspecified,5896.222801489369
MED134_09271,hypothetical protein,Unspecified,Unspecified,5886.105516930207
MED134_04764,hypothetical protein,['02024 Quorum sensing [PATH:dok02024]'],['09145 Cellular community - prokaryotes'],5837.82209518146
MED134_11145,hypothetical protein,Unspecified,Unspecified,5707.614217289548
MED134_10800,hypothetical protein,Unspecified,Unspecified,5688.567365793739
MED134_02035,hexapeptide transferase family protein,Unspecified,Unspecified,5673.741226599002
MED134_07254,acyltransferase family protein,Unspecified,Unspecified,5643.508160622793
MED134_07526,GH3 auxin-responsive promoter,Unspecified,Unspecified,5627.891374761963
MED134_10890,dihydroorotase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],5607.66182310015
MED134_05839,fatty acid desaturase,['01040 Biosynthesis of unsaturated fatty acids [PATH:dok01040]'],['09103 Lipid metabolism'],5579.0055329008555
MED134_13126,orotate phosphoribosyltransferase,['00240 Pyrimidine metabolism [PATH:dok00240]'],['09104 Nucleotide metabolism'],5554.120618560379
MED134_07806,"peptidase, M23/M37 family",Unspecified,Unspecified,5496.351456699511
MED134_14321,hypothetical protein,Unspecified,Unspecified,5488.070406473054
MED134_00590,TonB dependent/ligand-gated channel,Unspecified,Unspecified,5431.825496854077
MED134_02075,DNA ligase (NAD(+)),"['03030 DNA replication [PATH:dok03030]', '03410 Base excision repair [PATH:dok03410]', '03420 Nucleotide excision repair [PATH:dok03420]', '03430 Mismatch repair [PATH:dok03430]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",5420.693552303236
MED134_11185,hypothetical protein,Unspecified,Unspecified,5418.600064089973
MED134_12961,hypothetical protein,Unspecified,Unspecified,5403.393541861849
MED134_05704,hypothetical protein,Unspecified,Unspecified,5366.02774855978
MED134_10795,PAP2 superfamily protein,Unspecified,Unspecified,5328.1741264371785
MED134_00625,riboflavin synthase alpha chain,['00740 Riboflavin metabolism [PATH:dok00740]'],['09108 Metabolism of cofactors and vitamins'],5309.791568721158
MED134_07431,DNA mismatch repair protein MutS,['03430 Mismatch repair [PATH:dok03430]'],['09124 Replication and repair'],5300.7653020092785
MED134_07781,TonB dependent/ligand-gated channel,Unspecified,Unspecified,5295.255901325822
MED134_07811,"tryptophan 2,3-dioxygenase",['00380 Tryptophan metabolism [PATH:dok00380]'],['09105 Amino acid metabolism'],5168.145204246717
MED134_10051,sulfate permease,Unspecified,Unspecified,5106.035008574024
MED134_01905,DNA mismatch repair protein MutL,['03430 Mismatch repair [PATH:dok03430]'],['09124 Replication and repair'],5105.109063174588
MED134_05344,histidine ammonia-lyase,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],5071.660487440207
MED134_01680,prephenate dehydrogenase,"['00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '00401 Novobiocin biosynthesis [PATH:dok00401]']","['09105 Amino acid metabolism', '09110 Biosynthesis of other secondary metabolites']",5058.837278637616
MED134_09781,hypothetical protein,Unspecified,Unspecified,5038.128546096565
MED134_13636,hypothetical protein,Unspecified,Unspecified,5029.345609282787
MED134_00100,hypothetical protein,Unspecified,Unspecified,4992.118694757846
MED134_13256,anthranilate synthase component I,"['00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:dok00400]', '02024 Quorum sensing [PATH:dok02024]']","['09105 Amino acid metabolism', '09145 Cellular community - prokaryotes']",4981.675337725335
MED134_05254,"excinuclease ABC, A subunit",['03420 Nucleotide excision repair [PATH:dok03420]'],['09124 Replication and repair'],4949.742058612295
MED134_14451,hypothetical protein,Unspecified,Unspecified,4946.564762668883
MED134_04889,histidine biosynthesis bifunctional protein hisB,['00340 Histidine metabolism [PATH:dok00340]'],['09105 Amino acid metabolism'],4918.444562724626
MED134_08261,Ras family protein,Unspecified,Unspecified,4917.006039615465
