gene_id,product,subsystem,system,value
MED134_12366,hypothetical protein,Unspecified,Unspecified,0.11436451216809801
MED134_12356,rhomboid family protein,Unspecified,Unspecified,0.1093548135402811
MED134_10031,hypothetical protein,Unspecified,Unspecified,0.1054229608160322
MED134_13411,sulfate/thiosulfate import ATP-binding protein CysA,Unspecified,Unspecified,0.0969288295905832
MED134_02780,CAAX amino terminal protease family,Unspecified,Unspecified,0.09673868317753148
MED134_00385,thioredoxin family protein,Unspecified,Unspecified,0.09482859860914232
MED134_00885,lipid-A-disaccharide synthase,['00540 Lipopolysaccharide biosynthesis [PATH:dok00540]'],['09107 Glycan biosynthesis and metabolism'],0.0915147942859448
MED134_09716,xylose isomerase-like protein,Unspecified,Unspecified,0.0858486321733473
MED134_01325,asparaginase,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00460 Cyanoamino acid metabolism [PATH:dok00460]']","['09105 Amino acid metabolism', '09106 Metabolism of other amino acids']",0.0780874650609034
MED134_09051,hypothetical protein,Unspecified,Unspecified,0.0749070559847175
MED134_09866,hypothetical protein,Unspecified,Unspecified,0.073792267527821
MED134_11281,glycosyl transferase family 2,Unspecified,Unspecified,0.0724379259633356
MED134_13416,"ABC transporter, permease protein",Unspecified,Unspecified,0.0707397222042113
MED134_12591,hypothetical protein,Unspecified,Unspecified,0.0701548930403458
MED134_15862,hypothetical protein,Unspecified,Unspecified,0.0695633815325447
MED134_03674,YrdC protein,Unspecified,Unspecified,0.066332219310399
MED134_05539,"DNA polymerase III, epsilon subunit","['03030 DNA replication [PATH:dok03030]', '03430 Mismatch repair [PATH:dok03430]', '03440 Homologous recombination [PATH:dok03440]']","['09124 Replication and repair', '09124 Replication and repair', '09124 Replication and repair']",0.0656662181409084
MED134_11946,argininosuccinate lyase,"['00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]', '00220 Arginine biosynthesis [PATH:dok00220]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",0.0651970087863252
MED134_00675,NADH dehydrogenase,Unspecified,Unspecified,0.0644810766485676
MED134_07284,hypothetical protein,Unspecified,Unspecified,0.061683072409511
MED134_12311,haloacid dehalogenase-like hydrolase,Unspecified,Unspecified,0.0608893946345847
MED134_03504,hypothetical protein,Unspecified,Unspecified,0.0605792217920123
MED134_16069,GCN5-related N-acetyltransferase,Unspecified,Unspecified,0.0599298194084458
MED134_02000,HTH-type transcriptional regulator,Unspecified,Unspecified,0.0586145587182104
MED134_05619,hypothetical protein,Unspecified,Unspecified,0.0577334765479632
MED134_11926,acetylornithine aminotransferase,"['00300 Lysine biosynthesis [PATH:dok00300]', '00220 Arginine biosynthesis [PATH:dok00220]']","['09105 Amino acid metabolism', '09105 Amino acid metabolism']",0.0532542387436688
MED134_00795,hypothetical protein,Unspecified,Unspecified,0.0526258436485771
MED134_05809,DEAD/DEAH box helicase,['03018 RNA degradation [PATH:dok03018]'],"['09123 Folding, sorting and degradation']",0.0511971260271612
MED134_13971,acetyltransferase (GNAT) family protein,Unspecified,Unspecified,0.0470199625578797
MED134_10121,hypothetical protein,Unspecified,Unspecified,0.0470050548786744
MED134_00670,iron-sulfur cluster-binding protein,Unspecified,Unspecified,0.0469228492043567
MED134_02825,peptide-methionine (R)-S-oxide reductase,Unspecified,Unspecified,0.046918822773436
MED134_01605,acetyltransferase (GNAT) family,Unspecified,Unspecified,0.0464190684676831
MED134_11931,ornithine carbamoyltransferase,Unspecified,Unspecified,0.0437901568230732
MED134_11941,acetylornithine deacetylase,['00220 Arginine biosynthesis [PATH:dok00220]'],['09105 Amino acid metabolism'],0.0433770421360631
MED134_14607,hypothetical protein,Unspecified,Unspecified,0.0428512598071411
MED134_04309,homoserine kinase,"['00260 Glycine, serine and threonine metabolism [PATH:dok00260]']",['09105 Amino acid metabolism'],0.0391165406572868
MED134_01270,SpoU rRNA methylase family protein,Unspecified,Unspecified,0.0378394218226479
MED134_07496,patatin-like phospholipase,Unspecified,Unspecified,0.0371832487046526
MED134_11936,acetylglutamate kinase,['00220 Arginine biosynthesis [PATH:dok00220]'],['09105 Amino acid metabolism'],0.0365418718600774
MED134_11916,N-acetyl-gamma-glutamyl-phosphate reductase,['00220 Arginine biosynthesis [PATH:dok00220]'],['09105 Amino acid metabolism'],0.0363165365762537
MED134_16155,hypothetical protein,Unspecified,Unspecified,0.0357894601374705
MED134_12291,MarC family integral membrane protein,Unspecified,Unspecified,0.0356341722799349
MED134_10356,hypothetical protein,Unspecified,Unspecified,0.0354333383784719
MED134_14532,hypothetical protein,Unspecified,Unspecified,0.034594127732666
MED134_11921,pyrroline-5-carboxylate reductase,['00330 Arginine and proline metabolism [PATH:dok00330]'],['09105 Amino acid metabolism'],0.0341946919799926
MED134_06364,CDP-alcohol phosphatidyltransferase,Unspecified,Unspecified,0.034151359602339
MED134_05769,hypothetical protein,Unspecified,Unspecified,0.0330095966313274
MED134_04384,haloacid dehalogenase-like hydrolase,"['00625 Chloroalkane and chloroalkene degradation [PATH:dok00625]', '00361 Chlorocyclohexane and chlorobenzene degradation [PATH:dok00361]']","['09111 Xenobiotics biodegradation and metabolism', '09111 Xenobiotics biodegradation and metabolism']",0.0322536513385055
MED134_02465,hypothetical protein,Unspecified,Unspecified,0.032123118608904204
MED134_06484,hypothetical protein,Unspecified,Unspecified,0.028851391157100205
MED134_05674,hypothetical protein,Unspecified,Unspecified,0.0284860304943787
MED134_06169,hypothetical protein,['00770 Pantothenate and CoA biosynthesis [PATH:dok00770]'],['09108 Metabolism of cofactors and vitamins'],0.027605745250423898
MED134_05524,hypothetical protein,Unspecified,Unspecified,0.0261776072471338
MED134_05689,hypothetical protein,Unspecified,Unspecified,0.0257747519429978
MED134_00575,copper homeostasis protein CutC,Unspecified,Unspecified,0.0227529382833554
MED134_02895,"RNA polymerase sigma factor, sigma-70 family",Unspecified,Unspecified,0.0227213077855568
MED134_00710,hypothetical protein,Unspecified,Unspecified,0.0207053147913954
MED134_01865,hypothetical protein,Unspecified,Unspecified,0.0203177314247707
MED134_03299,hypothetical protein,Unspecified,Unspecified,0.0200582737041642
MED134_11596,small-conductance mechanosensitive channel,Unspecified,Unspecified,0.0198592351036213
MED134_12256,hypothetical protein,Unspecified,Unspecified,0.0178501444135726
MED134_12611,hypothetical protein,Unspecified,Unspecified,0.0170607494168229
MED134_10386,hypothetical protein,Unspecified,Unspecified,0.0164237448895242
MED134_09261,hypothetical protein,Unspecified,Unspecified,0.015473022822561001
MED134_12201,hypothetical protein,Unspecified,Unspecified,0.0129145193826799
MED134_03899,hypothetical protein,Unspecified,Unspecified,0.0119545256075032
MED134_04489,nitroreductase family protein,Unspecified,Unspecified,0.0107034259816259
MED134_07319,hypothetical protein,Unspecified,Unspecified,0.0105107960998576
MED134_05804,hypothetical protein,Unspecified,Unspecified,0.0081871819789279
MED134_06709,mannose-6-phosphate isomerase,"['00051 Fructose and mannose metabolism [PATH:dok00051]', '00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]', '00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]']","['09101 Carbohydrate metabolism', '09101 Carbohydrate metabolism', '09107 Glycan biosynthesis and metabolism']",0.0061432328212724
MED134_01020,DNA polymerase IV,Unspecified,Unspecified,0.0052572088337527
MED134_06714,glycosyl transferase family 2,Unspecified,Unspecified,0.0044291672973089
MED134_08556,hypothetical protein,Unspecified,Unspecified,0.0041960532290295
MED134_06739,hypothetical protein,Unspecified,Unspecified,0.0029102712114661
